Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
2460,Five Nines Technology Group,1.45,10000000.0,IT Services,57,Lincoln,NE
2461,Soft Tech Consulting,1.45,11500000.0,IT Services,95,Chantilly,VA
2462,Centro,1.45,185500000.0,Advertising & Marketing,271,Chicago,IL
2463,MicroPulse Technologies,1.45,3300000.0,IT Services,10,Birmingham,AL
2464,Offwire,1.45,47800000.0,Retail,74,Omaha,NE
2465,Gittings Private Investigations & Security,1.45,2400000.0,Security,62,Ebensburg,PA
2466,Secure Designs,1.45,3400000.0,IT Services,21,Greensboro,NC
2467,High Street Partners,1.45,30000000.0,Business Products & Services,170,Annapolis,MD
2468,OTR Wheel Engineering,1.45,72500000.0,Manufacturing,125,Rome,GA
2469,eGroup,1.45,19300000.0,IT Services,37,Mt. Pleasant,SC
2470,Infutor Data Solutions,1.45,18500000.0,Advertising & Marketing,53,Plainfield,IL
2471,Blue Microphones,1.45,22300000.0,Consumer Products & Services,37,Westlake Village,CA
2472,Cambria Solutions,1.45,9500000.0,Business Products & Services,47,Sacramento,CA
2473,OPTiMO Information Technology,1.45,8100000.0,IT Services,64,Bloomsburg,PA
2474,rEvolution,1.45,26600000.0,Advertising & Marketing,70,Chicago,IL
2475,Systems Management/Planning,1.45,52000000.0,IT Services,52,Rochester,NY
2476,Salesify,1.45,5900000.0,Advertising & Marketing,352,Redwood City,CA
2477,Vorsight,1.44,4100000.0,Business Products & Services,41,Arlington,VA
2478,Innovative Office Solutions,1.44,48600000.0,Business Products & Services,82,Burnsville,MN
2479,Packsize International,1.44,71100000.0,Manufacturing,158,Salt Lake City,UT
2480,Solstice Benefits,1.44,21000000.0,Insurance,86,Plantation,FL
2481,PowerON Services,1.44,20800000.0,Computer Hardware,81,Roseville,CA
2482,Intelligent Software Solutions,1.44,192300000.0,Software,758,Colorado Springs,CO
2483,World Water Works,1.44,12500000.0,Environmental Services,65,Oklahoma City,OK
2484,Richard Brady & Associates,1.43,40300000.0,Engineering,124,San Diego,CA
2485,Triad Retail Media,1.43,171300000.0,Advertising & Marketing,289,Tampa,FL
2486,Superb Industries,1.43,14200000.0,Manufacturing,71,Sugarcreek,OH
2487,Hard Dollar,1.43,11800000.0,Software,56,Scottsdale,AZ
2488,Signature Mortgage,1.43,6500000.0,Financial Services,16,CANTON,OH
2489,Government Sourcing Solutions,1.43,2900000.0,Government Services,7,Washington,DC
2490,OppSource,1.42,2800000.0,Advertising & Marketing,29,St. Paul,MN
2491,NikSoft Systems,1.42,17100000.0,IT Services,70,Reston,VA
2492,MotherG,1.42,3500000.0,IT Services,26,Itasca,IL
2493,E3 Federal Solutions,1.42,7100000.0,Government Services,51,Arlington,VA
2494,RVM,1.42,18800000.0,Business Products & Services,106,New York,NY
2495,LeaderOne Financial,1.42,34000000.0,Financial Services,198,Overland Park,KS
2496,Carahsoft Technology,1.42,1400000000.0,Government Services,365,Reston,VA
2497,Scientific Search,1.42,6300000.0,Human Resources,53,Cherry Hill,NJ
2498,Diversant,1.42,89700000.0,IT Services,90,Red Bank,NJ
2499,Team Drive-Away,1.42,15200000.0,Logistics & Transportation,18,Shawnee,KS
2500,Dane Manufacturing,1.42,9500000.0,Manufacturing,47,Dane,WI
2501,Speridian Technologies,1.42,18100000.0,IT Services,380,Albuquerque,NM
2502,GeBBS Healthcare Solutions,1.42,18700000.0,Health,1800,Englewood Cliffs,NJ
2503,Marvin Traub Associates,1.42,3800000.0,Retail,12,New York,NY
2504,We R Memory Keepers,1.42,12600000.0,Consumer Products & Services,34,Salt Lake City,UT
2505,Creative Breakthroughs,1.42,23900000.0,IT Services,47,Troy,MI
2506,QueBIT,1.42,14700000.0,IT Services,46,Scarsdale,NY
2507,"ITS (Bar Mills, ME)",1.42,8300000.0,IT Services,14,Bar Mills,ME
2508,Infintech,1.41,5900000.0,Financial Services,27,Cincinnati,OH
2509,PetRelocation.com,1.41,6800000.0,Logistics & Transportation,30,Austin,TX
2510,Xtreme Consulting Group,1.41,66400000.0,IT Services,586,Kirkland,WA
2511,SCSI,1.41,46100000.0,Business Products & Services,537,Peoria,IL
2512,Foundation Financial Group,1.41,33300000.0,Financial Services,243,Jacksonville,FL
2513,Partner's Consulting,1.41,4400000.0,IT Services,48,Broomall,PA
2514,adaQuest,1.41,12700000.0,Business Products & Services,84,Bellevue,WA
2515,Supreme Resources,1.41,32000000.0,Manufacturing,12,SUWANEE,GA
2516,Advanced Assembly,1.41,20600000.0,Computer Hardware,86,Aurora,CO
2517,Effective Environmental,1.41,39200000.0,Environmental Services,141,Mesquite,TX
2518,Data Hardware Depot,1.41,8200000.0,Telecommunications,15,Santa Barbara,CA
2519,Trinity Healthcare Staffing Group,1.41,36200000.0,Health,218,florence,SC
2520,Sky Helicopters,1.41,7900000.0,Travel & Hospitality,12,Garland,TX
2521,CCX,1.41,21800000.0,Computer Hardware,130,Lafayette,CO
2522,DLA Piper,1.41,2400000000.0,Business Products & Services,4036,Chicago,IL
2523,Hooah,1.41,5000000.0,Advertising & Marketing,10,Winter Park,FL
2524,PC Age,1.41,3900000.0,Education,22,Edison,NJ
2525,The VERTEX Companies,1.4,33100000.0,Engineering,190,Weymouth,MA
2526,Soleo Communications,1.4,14100000.0,Telecommunications,85,Fairport,NY
2527,Spectrio,1.4,15400000.0,Advertising & Marketing,68,Oldsmar,FL
2528,Fiberstar,1.4,9500000.0,Food & Beverage,32,River Falls,WI
2529,Provident Trust Group,1.4,4100000.0,Financial Services,29,las vegas,NV
2530,Orasi,1.4,74600000.0,IT Services,297,Kennesaw,GA
2531,ClimbTech,1.4,2400000.0,Manufacturing,11,Austin,TX
2532,Oxagile,1.4,2300000.0,IT Services,107,Pompton Plains,NJ
2533,Overgroup,1.4,3200000.0,Telecommunications,25,Atlanta,GA
2534,Ashburn Consulting,1.4,8400000.0,IT Services,39,Leesburg,VA
2535,eMazzanti Technologies,1.4,4800000.0,IT Services,19,Hoboken,NJ
2536,Madrona Solutions Group,1.4,6900000.0,Business Products & Services,26,Seattle,WA
2537,Wayfair.com,1.4,602000000.0,Retail,1300,Boston,MA
2538,Legacy Contracting Solutions,1.4,4600000.0,Construction,35,West Palm Beach,FL
2539,World Pac Paper,1.4,48000000.0,Business Products & Services,23,CIncinnati,OH
2540,Penguin Computing,1.4,54600000.0,Computer Hardware,74,Fremont,CA
2541,Bird Rock Systems,1.39,7200000.0,IT Services,9,San Diego,CA
2542,The Fortus Group,1.39,6200000.0,Health,50,Utica,NY
2543,Entisys Solutions,1.39,58100000.0,IT Services,95,Concord,CA
2544,Imber Court Reporters,1.39,3600000.0,Business Products & Services,8,Valencia,CA
2545,22nd Century Technologies,1.39,23500000.0,Government Services,220,Somerset,NJ
2546,Jabian Consulting,1.39,17200000.0,IT Services,75,Atlanta,GA
2547,Orchestro,1.39,8400000.0,Software,50,McLean,VA
2548,InTec,1.39,10700000.0,Government Services,68,Fairfax,VA
2549,Central Park West Dentistry,1.39,3100000.0,Health,20,New York,NY
2550,Sendero Business Services,1.39,9200000.0,Business Products & Services,62,Dallas,TX
2551,Modern American Recycling Services,1.39,56100000.0,Construction,160,Gibson,LA
2552,Sellmark,1.39,24100000.0,Consumer Products & Services,48,Mansfield,TX
2553,Confirmation.com,1.39,10400000.0,Financial Services,28,Brentwood,TN
2554,Silicus Technologies,1.39,4300000.0,IT Services,200,Sugar Land,TX
2555,Humble Abode,1.39,9900000.0,Retail,15,Santa Rosa,CA
2556,Precision Pipeline Solutions,1.39,31200000.0,Energy,294,New Windsor,NY
2557,ITAC Solutions,1.39,18300000.0,Human Resources,318,Birmingham,AL
2558,Republica,1.38,10700000.0,Advertising & Marketing,67,Miami,FL
2559,Accutek Testing Laboratory,1.38,4500000.0,Engineering,37,Fairfield,OH
2560,History Associates,1.38,10400000.0,Business Products & Services,81,Rockville,MD
2561,1st Equity,1.38,2100000.0,Real Estate,7,Syosset,NY
2562,Advantage Communications Group,1.38,5600000.0,Telecommunications,15,Roslyn Heights,NY
2563,Navitas Business Consulting,1.38,4100000.0,IT Services,55,Ashburn,VA
2564,EverySport.net,1.38,5100000.0,Software,4,Chesterfield,MO
2565,Excelsior Defense,1.38,7400000.0,Security,280,Saint Pettersburg,FL
2566,Revolution Dancewear,1.38,37200000.0,Consumer Products & Services,90,Niles,IL
2567,ENCO Industries,1.38,9100000.0,Environmental Services,18,Plaistow,NH
2568,Modera Wealth Management,1.38,7900000.0,Financial Services,31,Westwood,NJ
2569,Executech,1.38,3000000.0,IT Services,22,South Jordan,UT
2570,Summit Imaging,1.38,6600000.0,Health,18,Woodinville,WA
2571,StaffSource,1.38,4200000.0,Human Resources,370,Knoxville,TN
2572,Phydeaux,1.38,5900000.0,Retail,24,Chapel Hill,NC
2573,Apprio,1.38,8700000.0,Health,48,Washington,DC
2574,Mosaic Design Studio,1.37,5200000.0,Business Products & Services,11,Columbus,OH
2575,WideOrbit,1.37,64100000.0,Software,340,San Francisco,CA
2576,nLogic,1.37,13500000.0,Government Services,66,Huntsville,AL
2577,Future Force Personnel,1.37,17800000.0,Human Resources,13,Miami,FL
2578,Great Lakes Home Health & Hospice,1.37,111600000.0,Health,1100,Jackson,MI
2579,Magenium Solutions,1.37,6600000.0,IT Services,46,Wheaton,IL
2580,ClearEdge IT Solutions,1.37,16700000.0,Government Services,66,Jessup,MD
2581,Language Training Center,1.37,3800000.0,Education,21,Indianapolis,IN
2582,Agile Global Solutions,1.37,8000000.0,IT Services,73,Folsom,CA
2583,Design Laboratory,1.36,11300000.0,Business Products & Services,76,Bellevue,WA
2584,SafeSoft Solutions,1.36,2900000.0,Software,19,Woodland Hills,CA
2585,Primary Support,1.36,2300000.0,IT Services,14,New York,NY
2586,Mortgage Lenders of America,1.36,38000000.0,Financial Services,130,Overland Park,KS
2587,Boston Biomedical Associates,1.36,10600000.0,Health,43,Northborough,MA
2588,Digital Insurance,1.36,47400000.0,Insurance,296,Atlanta,GA
2589,CopySource,1.36,13600000.0,Business Products & Services,52,Coral Springs,FL
2590,Steven Douglas Associates,1.36,27700000.0,Human Resources,191,Sunrise,FL
2591,The Nagler Group,1.36,4900000.0,Human Resources,17,Bedford,NH
2592,Roll-A-Shade,1.36,5600000.0,Manufacturing,24,Riverside,CA
2593,Integrated Design Group,1.36,14600000.0,Engineering,63,Boston,MA
2594,IP Networks,1.36,4000000.0,IT Services,4,Vail,AZ
2595,Teoco,1.36,110400000.0,Telecommunications,607,Fairfax,VA
2596,Riverside Fence,1.36,3800000.0,Construction,25,Wilton,CT
2597,Client Resources,1.36,26400000.0,IT Services,130,Omaha,NE
2598,Barrett Distribution Centers,1.36,33800000.0,Logistics & Transportation,163,Franklin,MA
2599,Software Paradigms International Group,1.35,41300000.0,IT Services,1268,Atlanta,GA
2600,AmWins Group,1.35,535000000.0,Insurance,2877,Charlotte,NC
2601,Helix Steel,1.35,3900000.0,Manufacturing,29,Ann Arbor,MI
2602,CHR Solutions,1.35,61100000.0,Telecommunications,512,Houston,TX
2603,Parker's,1.35,256600000.0,Retail,345,Savannah,GA
2604,BFM Digital,1.35,5600000.0,Consumer Products & Services,11,Valley Village,CA
2605,Meathead Movers,1.35,5800000.0,Logistics & Transportation,133,San Luis Obispo,CA
2606,Edifecs,1.35,51900000.0,Software,399,Bellevue,WA
2607,Mainstream Boutique,1.35,6900000.0,Retail,110,Apple Valley,MN
2608,Arcadia Solutions,1.35,32400000.0,Health,187,Burlington,MA
2609,SpringPoint Technologies,1.35,7600000.0,IT Services,14,Tulsa,OK
2610,Kinetic,1.35,4100000.0,Software,88,Louisville,KY
2611,Dynamic Mobile Imaging,1.35,6100000.0,Health,66,Richmond,VA
2612,VSI Nearshore Outsourcing,1.35,3500000.0,IT Services,219,Miami,FL
2613,Proforma Signature Solutions,1.35,2000000.0,Advertising & Marketing,14,Brooklyn Heights,OH
2614,AWSI,1.35,13900000.0,Business Products & Services,39,Tustin,CA
2615,National Marketing Solutions,1.34,2000000.0,Business Products & Services,23,Caldwell,ID
2616,Xarisma,1.34,7400000.0,Business Products & Services,47,Huntsville,AL
2617,Newton Consulting,1.34,20000000.0,Business Products & Services,74,Claysville,PA
2618,Audigy Group,1.34,25900000.0,Health,131,Vancouver,WA
2619,Best Drivers,1.34,28500000.0,Logistics & Transportation,592,Alcoa,TN
2620,D&K Engineering,1.34,72700000.0,Engineering,520,San Diego,CA
2621,Third Door Media,1.34,7700000.0,Media,23,Redding,CT
2622,Leviathan,1.34,48400000.0,Business Products & Services,11,Brooklyn,NY
2623,LifeMatters,1.34,12500000.0,Health,1000,Bethesda,MD
2624,FlightStats,1.34,6500000.0,Travel & Hospitality,45,Portland,OR
2625,BlueDot Medical,1.34,7000000.0,Health,40,Charlotte,NC
2626,Bulldog Solutions,1.34,13800000.0,Advertising & Marketing,60,Austin,TX
2627,Worksighted,1.34,3700000.0,IT Services,24,Holland,MI
2628,IT Direct,1.34,2600000.0,IT Services,20,West Hartford,CT
2629,Merge Design & Interactive,1.34,2800000.0,Advertising & Marketing,17,Chicago,IL
2630,MRC,1.34,32100000.0,Business Products & Services,268,Houston,TX
2631,Valence Health,1.33,30800000.0,Health,287,Chicago,IL
2632,CRACustom.com,1.33,5300000.0,Business Products & Services,29,Los Angeles,CA
2633,Central Desktop,1.33,6500000.0,Software,73,Pasadena,CA
2634,Rossetto,1.33,5400000.0,Manufacturing,20,Lincolnwood,IL
2635,Kimray,1.33,173000000.0,Manufacturing,708,Oklahoma City,OK
2636,Global Language Solutions,1.33,10500000.0,Business Products & Services,36,Irvine,CA
2637,Creative Lodging Solutions,1.33,86000000.0,Business Products & Services,100,Lexington,KY
2638,LifeSpan,1.33,9700000.0,Environmental Services,67,Newton,MA
2639,Contingent Network Services,1.33,28200000.0,IT Services,122,West Chester,OH
2640,PrimeRevenue,1.33,12100000.0,Financial Services,80,Atlanta,GA
2641,Teknetex,1.33,3200000.0,Human Resources,7,Nashville,TN
2642,Quantum Vision,1.33,3500000.0,IT Services,30,Gaithersburg,MD
2643,PolySource,1.33,24400000.0,Manufacturing,13,Pleasant hill,MO
2644,Telesphere,1.33,28400000.0,Telecommunications,112,Scottsdale,AZ
2645,Media fusion,1.33,11700000.0,Advertising & Marketing,105,Huntsville,AL
2646,United Capital Financial Advisers,1.33,66400000.0,Financial Services,311,Newport Beach,CA
2647,Vino Volo,1.33,21200000.0,Food & Beverage,278,San Francisco,CA
2648,LeapFrog Solutions,1.33,6400000.0,Advertising & Marketing,29,Fairfax,VA
2649,Concept Technology,1.33,4000000.0,IT Services,34,Nashville,TN
2650,Jax & Bones,1.32,2000000.0,Retail,27,Baldwin Park,CA
2651,Three Dog Logistics,1.32,14700000.0,Logistics & Transportation,10,Baltimore,MD
2652,FI Consulting,1.32,10300000.0,Financial Services,46,Arlington,VA
2653,C.J. Foods,1.32,135200000.0,Manufacturing,262,Bern,KS
2654,Abbeville Dental Health Management,1.32,8100000.0,Health,67,Lubbock,TX
2655,Simplion Technologies,1.32,10900000.0,IT Services,32,Milpitas,CA
2656,TekScape,1.32,13600000.0,IT Services,26,New York,NY
2657,Golden Star Technology,1.32,77500000.0,Computer Hardware,88,Cerritos,CA
2658,Pacific Shore Stones,1.32,26100000.0,Construction,75,Austin,TX
2659,Bengal Transportation,1.32,11300000.0,Logistics & Transportation,98,Geismar,LA
2660,Payscape Advisors,1.32,9100000.0,Financial Services,150,Atlanta,GA
2661,HeadStream,1.32,5300000.0,IT Services,80,New Castle,DE
2662,Top Flite Financial,1.32,27000000.0,Financial Services,280,Williamston,MI
2663,ODC Construction,1.32,27900000.0,Construction,230,Orlando,FL
2664,GaN,1.32,16900000.0,Government Services,126,Huntsville,AL
2665,Phoenix Process Equipment,1.32,33500000.0,Manufacturing,47,Louisville,KY
2666,Adventure in Food Trading,1.32,2600000.0,Food & Beverage,12,Menands,NY
2667,HRAnswerLink,1.32,2600000.0,Business Products & Services,19,Pleasanton,CA
2668,Rustici Software,1.31,3100000.0,Software,19,Franklin,TN
2669,TruStaff,1.31,99000000.0,Human Resources,244,Cincinnati,OH
2670,New Tech Global,1.31,189200000.0,Energy,91,Houston,TX
2671,DPM Fragrance,1.31,9800000.0,Manufacturing,92,Starkville,MS
2672,MicroExcel,1.31,17100000.0,IT Services,200,Secaucus,NJ
2673,VOX Network Solutions,1.31,23100000.0,Telecommunications,80,South San Francisco,CA
2674,BluSky Restoration Contractors,1.31,46700000.0,Construction,158,Centennial,CO
2675,Cedar Petrochemcials,1.31,203700000.0,Energy,5,New York,NY
2676,DirecLogix,1.31,2700000.0,IT Services,14,Parkland,FL
2677,Akili,1.31,8300000.0,IT Services,35,Irving,TX
2678,Treo Solutions,1.31,27600000.0,Health,166,troy,NY
2679,HazTek,1.31,10200000.0,Construction,108,Medford,NJ
2680,The Bowen Group,1.31,5300000.0,Government Services,52,Stafford,VA
2681,FreightCenter.com,1.31,28400000.0,Logistics & Transportation,88,Trinity,FL
2682,National Ultrasound,1.31,10900000.0,Health,20,Duluth,GA
2683,Convergence Consulting Group,1.31,5400000.0,IT Services,24,Tampa,FL
2684,Abound Resources,1.3,3000000.0,Financial Services,22,Austin,TX
2685,Orion Systems Integrators,1.3,53100000.0,IT Services,875,Monmouth Junction,NJ
2686,Marathon Consulting,1.3,5800000.0,IT Services,41,Virginia Beach,VA
2687,Access Information Management,1.3,59400000.0,Business Products & Services,566,Livermore,CA
2688,Tillman Companies,1.3,3800000.0,Construction,21,Knoxville,TN
2689,Progrexion,1.3,118700000.0,Financial Services,1393,North Salt Lake,UT
2690,The Intersect Group,1.3,49700000.0,Business Products & Services,425,Atlanta,GA
2691,Trifecta Technologies,1.3,12800000.0,Software,75,Allentown,PA
2692,Academix Direct,1.3,27000000.0,Education,28,Mountain View,CA
2693,Netelligent,1.3,33100000.0,IT Services,58,St. Louis,MO
2694,Bridge Energy Group,1.3,15900000.0,Energy,93,Marlborough,MA
2695,Artur Express,1.3,70000000.0,Logistics & Transportation,50,ST LOUIS,MO
2696,Stop Aging Now,1.3,8100000.0,Health,13,Bethesda,MD
2697,Gateway Commercial Finance,1.3,2800000.0,Financial Services,10,Delray Beach,FL
2698,The Rainmaker Group,1.3,20900000.0,Software,82,alpharetta,GA
2699,Kriser's,1.3,9900000.0,Retail,70,Santa Monica,CA
2700,Direct Innovations,1.3,4000000.0,Advertising & Marketing,7,Bellaire,TX
2701,Power Home Remodeling Group,1.3,172200000.0,Construction,1147,Chester,PA
2702,Ryan Printing,1.3,7300000.0,Manufacturing,26,blauvelt,NY
2703,Realty ONE Group,1.3,12300000.0,Real Estate,94,Irvine,CA
2704,Sure Prep Learning,1.3,4000000.0,Education,850,Scottsdale,AZ
2705,Prime Solutions,1.3,10100000.0,Government Services,53,Eldersburg,MD
2706,Primary Wave Media,1.3,3000000.0,Advertising & Marketing,15,Pleasantville,NY
2707,CityTwist,1.29,5400000.0,Advertising & Marketing,50,Boca Raton,FL
2708,FindTape.com,1.29,4800000.0,Retail,2,Skillman,NJ
2709,Music City Tents & Events,1.29,4000000.0,Business Products & Services,49,Nashville,TN
2710,Employee Benefits International,1.29,3700000.0,Insurance,23,Independence,OH
2711,Blue Star Partners,1.29,4800000.0,Business Products & Services,5,Chicago,IL
2712,Earth-Kind,1.29,2700000.0,Consumer Products & Services,8,Bismarck,ND
2713,Falcon Asphalt Repair Equipment,1.29,5100000.0,Manufacturing,36,Midland,MI
2714,Integrated Prescription Solutions,1.29,22500000.0,Health,29,Costa Mesa,CA
2715,Southern Light,1.29,58400000.0,Telecommunications,139,Mobile,AL
2716,GTM Plastics,1.29,16200000.0,Manufacturing,105,Garland,TX
2717,Proforma Promotion Consultants,1.29,10100000.0,Advertising & Marketing,6,Stamford,CT
2718,CreativeFeed,1.29,9700000.0,Advertising & Marketing,32,New York,NY
2719,Geo Tech Polymers,1.29,2200000.0,Environmental Services,22,Waverly,OH
2720,ESO Solutions,1.29,5000000.0,Health,41,Austin,TX
2721,RMC Vanguard Mortgage,1.28,19600000.0,Financial Services,145,Houston,TX
2722,IFG Mortgage,1.28,17500000.0,Financial Services,100,Newtown,PA
2723,LDiscovery,1.28,25400000.0,Business Products & Services,73,McLean,VA
2724,Wakefly,1.28,4400000.0,Advertising & Marketing,24,Westborough,MA
2725,Late July Organic Snacks,1.28,18600000.0,Food & Beverage,14,Barnstable,MA
2726,Fulcrum Biometrics,1.28,4700000.0,Security,7,San Antonio,TX
2727,Kelton,1.28,14100000.0,Advertising & Marketing,42,Culver City,CA
2728,P-Fleet,1.28,108900000.0,Financial Services,14,San Diego,CA
2729,First Financial,1.28,54600000.0,Financial Services,35,Placentia,CA
2730,Image Business Interiors,1.28,5400000.0,Business Products & Services,12,Virginia Beach,VA
2731,Nexius,1.28,73200000.0,Telecommunications,399,Allen,TX
2732,Aurico Reports,1.28,11400000.0,Human Resources,86,Arlington Heights,IL
2733,BroadHead,1.28,12300000.0,Advertising & Marketing,51,Minneapolis,MN
2734,CBI Group,1.28,3900000.0,Human Resources,107,Newark,DE
2735,US Aluminum Services,1.28,6800000.0,Construction,35,Orlando,FL
2736,TTi Global,1.27,102400000.0,Business Products & Services,1849,Rochester Hills,MI
2737,Williams Forrest,1.27,2400000.0,IT Services,17,Lancaster,PA
2738,Axceler,1.27,21800000.0,Software,123,Woburn,MA
2739,ServarusRM,1.27,2300000.0,Health,68,Fairfax,VA
2740,Fishbowl Inventory,1.27,14800000.0,Software,97,Orem,UT
2741,FunnelBox,1.27,3200000.0,Media,28,Oregon City,OR
2742,Pinpros,1.27,2100000.0,Business Products & Services,14,Layton,UT
2743,Excalibur Exhibits,1.27,9900000.0,Business Products & Services,,houston,TX
2744,Asset Realty Group,1.27,5400000.0,Real Estate,19,Kirkland,WA
2745,CentreSource,1.27,3700000.0,Advertising & Marketing,33,Nashville,TN
2746,C&K Systems,1.27,5100000.0,IT Services,30,Chesapeake,VA
2747,Stage 2 Networks,1.27,9200000.0,Telecommunications,20,New York,NY
2748,One Call Now,1.27,12800000.0,Telecommunications,85,Troy,OH
2749,Ntiva,1.27,12600000.0,IT Services,72,McLean,VA
2750,Synergyst Research Group,1.27,3900000.0,Health,45,San Antonio,TX
2751,IOMedia,1.27,13500000.0,Advertising & Marketing,133,New York,NY
2752,Universal Windows Direct,1.27,6100000.0,Construction,70,Oakwood Village,OH
2753,Stratom,1.27,3500000.0,Engineering,21,Boulder,CO
2754,Greenland (America),1.27,105500000.0,Business Products & Services,21,Roswell,GA
2755,Service Tech,1.26,6900000.0,Consumer Products & Services,40,Cedar Park,TX
2756,"Dynamic Solutions Group (Palm Harbor, FL)",1.26,3700000.0,IT Services,24,Palm Harbor,FL
2757,United National Consumer Suppliers,1.26,15100000.0,Business Products & Services,22,Fort Lauderdale,FL
2758,Minds On,1.26,3000000.0,Advertising & Marketing,13,Lewis Center,OH
2759,eCash Software Systems,1.26,2000000.0,Financial Services,16,Brandon,MS
2760,Executive Travel,1.26,3800000.0,Travel & Hospitality,34,Lincoln,NE
2761,Technology Finance Partners,1.26,4400000.0,Software,13,San Bruno,CA
2762,InsideSales.com,1.26,9700000.0,Software,176,Provo,UT
2763,Bespoke Group,1.26,5100000.0,Food & Beverage,7,Irving,TX
2764,Weiss & Associates,1.26,2000000.0,Consumer Products & Services,9,New York,NY
2765,AWD Management Services,1.26,6000000.0,Government Services,57,Lawrenceville,GA
2766,Ticket Alternative,1.26,10700000.0,Consumer Products & Services,19,Atlanta,GA
2767,Nations Reliable Lending,1.26,11500000.0,Financial Services,161,Houston,TX
2768,Quality Logo Products,1.26,19000000.0,Advertising & Marketing,52,Aurora,IL
2769,Capax Global,1.25,35400000.0,IT Services,1500,Parsippany,NJ
2770,JamPlay.com,1.25,3600000.0,Education,30,Beavercreek,OH
2771,Club 24 Health and Fitness,1.25,5700000.0,Health,90,killingworth,CT
2772,ON Search Partners,1.25,7100000.0,Human Resources,22,Solon,OH
2773,DC Dental Supplies,1.25,37100000.0,Health,106,Baltimore,MD
2774,Assay Biotechnology Company,1.25,2600000.0,Health,15,Sunnyvale,CA
2775,Diablo Flooring,1.25,2000000.0,Retail,9,Pleasanton,CA
2776,Veris Group,1.25,7900000.0,Security,50,Vienna,VA
2777,Tridea Partners,1.25,5200000.0,IT Services,24,Solana Beach,CA
2778,Bee Line,1.25,2100000.0,Construction,10,Elk Grove village,IL
2779,Access Destination Services,1.25,44900000.0,Travel & Hospitality,857,San Diego,CA
2780,Predictive Service,1.25,10400000.0,Business Products & Services,70,Cleveland,OH
2781,LawLogix Group,1.25,10400000.0,Software,57,Phoenix,AZ
2782,The Mosaic Company,1.25,24100000.0,Business Products & Services,148,Renton,WA
2783,NetDirector,1.25,4000000.0,Software,11,Tampa,FL
2784,SportsSignup,1.25,3300000.0,Software,21,Saratoga Springs,NY
2785,Broadleaf Group,1.25,25800000.0,IT Services,55,Houston,TX
2786,Accelera Solutions,1.25,39100000.0,IT Services,95,Fairfax,VA
2787,Tagged,1.25,51000000.0,Media,149,San Francisco,CA
2788,Shooters,1.24,33200000.0,Media,91,Philadelphia,PA
2789,Atlantic Southern Paving and Sealcoating,1.24,13100000.0,Construction,49,Plantation,FL
2790,IMS ExpertServices,1.24,35000000.0,Business Products & Services,57,Pensacola,FL
2791,Freedom Mortgage,1.24,357500000.0,Financial Services,1829,Mount Laurel,NJ
2792,4Corners Homes,1.24,41700000.0,Construction,42,Edmond,OK
2793,Blue Armor Security Services,1.24,4000000.0,Security,104,San Antonio,TX
2794,US Information Technologies,1.24,19100000.0,IT Services,115,Chantilly,VA
2795,Onco360,1.24,112200000.0,Health,67,New York,NY
2796,Victory Personnel Services,1.24,31300000.0,Human Resources,13,Milwaukee,WI
2797,TruPay,1.24,4900000.0,Human Resources,41,Mishawaka,IN
2798,First Choice Emergency Rooms,1.24,92500000.0,Health,542,Lewisville,TX
2799,School Choice International,1.24,2800000.0,Education,21,White Plains,NY
2800,LogiGear,1.24,12500000.0,Software,750,San Mateo,CA
2801,River Steel,1.24,18600000.0,Manufacturing,120,West Salem,WI
2802,LeadJen,1.24,2700000.0,Business Products & Services,62,Indianapolis,IN
2803,iLink Systems,1.24,21700000.0,IT Services,500,Redmond,WA
2804,Creating Results,1.24,2100000.0,Advertising & Marketing,13,Woodbridge,VA
2805,LeadDog Marketing Group,1.23,32900000.0,Advertising & Marketing,131,New York,NY
2806,Goodman Networks,1.23,650900000.0,Telecommunications,1693,Plano,TX
2807,Keen Healthcare,1.23,6600000.0,Health,42,Portland,OR
2808,ISNetworld,1.23,82400000.0,Business Products & Services,300,Dallas,TX
2809,Primatics Financial,1.23,51000000.0,Financial Services,339,Mclean,VA
2810,Daddies Board Shop,1.23,7600000.0,Retail,14,Portland,OR
2811,HealthcareSource,1.23,30100000.0,Health,214,Woburn,MA
2812,LeadVision Media,1.23,8100000.0,Advertising & Marketing,12,Midwest City,OK
2813,Data Systems Analysts,1.23,90400000.0,IT Services,177,Trevose,PA
2814,Paragrid,1.23,2800000.0,IT Services,24,Independence,OH
2815,Digital Bungalow,1.23,3100000.0,IT Services,32,Salem,MA
2816,M33 Integrated Solutions,1.23,28600000.0,Logistics & Transportation,82,Greenville,SC
2817,Crown Laboratories,1.23,10000000.0,Manufacturing,56,Johnson City,TN
2818,The Invisible Close,1.22,5100000.0,Education,1,La Jolla,CA
2819,LeisureLink,1.22,7200000.0,Travel & Hospitality,27,Pasadena,CA
2820,Office Beacon,1.22,5300000.0,Business Products & Services,1000,Redondo Beach,CA
2821,Ultralight Optics,1.22,4200000.0,Health,30,Fountain Valley,CA
2822,Dominion Digital,1.22,13700000.0,Business Products & Services,76,Glen Allen,VA
2823,Adaptive Communications,1.22,47200000.0,IT Services,38,Portsmouth,NH
2824,T2 International,1.22,6800000.0,Business Products & Services,25,Mooresville,NC
