Site,Date,EnteroCount,FourDayRainTotal,SampleCount
Norrie Point Yacht Basin,8/16/2012,13,0.4,36
Norrie Point Yacht Basin,6/2/2013,11,0,36
Norrie Point Yacht Basin,6/22/2013,69,0,36
Norrie Point Yacht Basin,5/21/2008,7,0.1,36
Norrie Point Yacht Basin,6/17/2008,119,1,36
Norrie Point Yacht Basin,7/16/2011,1,0,36
Norrie Point Yacht Basin,8/7/2008,25,0.3,36
Norrie Point Yacht Basin,9/15/2008,3,0.7,36
Norrie Point Yacht Basin,10/22/2008,6,0,36
Norrie Point Yacht Basin,5/14/2009,6,0.1,36
Norrie Point Yacht Basin,7/20/2013,51,0.1,36
Norrie Point Yacht Basin,8/18/2013,9,0,36
Norrie Point Yacht Basin,6/10/2009,26,0.9,36
Norrie Point Yacht Basin,9/20/2013,29,0,36
Norrie Point Yacht Basin,10/19/2013,5,0,36
Norrie Point Yacht Basin,6/30/2011,36,0.5,36
Norrie Point Yacht Basin,5/18/2011,>2420,2.1,36
Norrie Point Yacht Basin,9/13/2012,17,0,36
Norrie Point Yacht Basin,7/30/2009,122,0.5,36
Norrie Point Yacht Basin,8/23/2009,921,0.6,36
Norrie Point Yacht Basin,9/16/2009,3,0,36
Norrie Point Yacht Basin,10/22/2009,2,0,36
Norrie Point Yacht Basin,5/24/2010,9,0,36
Norrie Point Yacht Basin,6/17/2010,32,0,36
Norrie Point Yacht Basin,7/20/2010,14,0,36
Norrie Point Yacht Basin,8/20/2010,20,0,36
Norrie Point Yacht Basin,10/15/2010,345,1.5,36
Norrie Point Yacht Basin,9/13/2010,47,0,36
Norrie Point Yacht Basin,10/14/2012,4,0,36
Norrie Point mid-channel,6/22/2013,18,0,36
Norrie Point mid-channel,7/16/2011,2,0,36
Norrie Point mid-channel,8/19/2011,12,0.2,36
Norrie Point mid-channel,9/17/2011,17,0.1,36
Norrie Point mid-channel,10/18/2011,106,0.1,36
Norrie Point mid-channel,5/18/2012,2,0.3,36
Norrie Point mid-channel,6/14/2012,2,0.5,36
Norrie Point mid-channel,7/20/2012,4,0.6,36
Norrie Point mid-channel,8/16/2012,<1,0.4,36
Norrie Point mid-channel,9/13/2012,11,0,36
Norrie Point mid-channel,10/14/2012,2,0,36
Norrie Point mid-channel,6/2/2013,8,0,36
Norrie Point mid-channel,6/30/2011,6,0.5,36
Norrie Point mid-channel,8/18/2013,3,0,36
Norrie Point mid-channel,9/20/2013,1,0,36
Norrie Point mid-channel,10/19/2013,1,0,36
Norrie Point mid-channel,7/20/2013,3,0.1,36
Norrie Point mid-channel,5/21/2008,1,0.1,36
Norrie Point mid-channel,6/17/2008,1,1,36
Norrie Point mid-channel,7/16/2008,1,0.6,36
Norrie Point mid-channel,8/7/2008,1,0.3,36
Norrie Point mid-channel,9/15/2008,<1,0.7,36
Norrie Point mid-channel,5/18/2011,119,2.1,36
Norrie Point mid-channel,5/14/2009,3,0.1,36
Norrie Point mid-channel,6/10/2009,1,0.9,36
Norrie Point mid-channel,7/30/2009,1203,0.5,36
Norrie Point mid-channel,8/23/2009,10,0.6,36
Norrie Point mid-channel,9/16/2009,2,0,36
Norrie Point mid-channel,10/22/2009,<1,0,36
Norrie Point mid-channel,5/24/2010,1,0,36
Norrie Point mid-channel,6/17/2010,2,0,36
Norrie Point mid-channel,7/20/2010,1,0,36
Norrie Point mid-channel,8/20/2010,3,0,36
Norrie Point mid-channel,9/13/2010,5,0,36
Norrie Point mid-channel,10/22/2008,4,0,36
Norrie Point mid-channel,10/15/2010,17,1.5,36
Poughkeepsie Drinking Water Intake,7/16/2008,1,0.6,38
Poughkeepsie Drinking Water Intake,10/19/2013,6,0,38
Poughkeepsie Drinking Water Intake,9/20/2013,<1,0,38
Poughkeepsie Drinking Water Intake,8/17/2013,8,0,38
Poughkeepsie Drinking Water Intake,7/19/2013,3,0.1,38
Poughkeepsie Drinking Water Intake,6/22/2013,11,0,38
Poughkeepsie Drinking Water Intake,6/2/2013,6,0,38
Poughkeepsie Drinking Water Intake,9/13/2012,3,0,38
Poughkeepsie Drinking Water Intake,8/16/2012,5,0.4,38
Poughkeepsie Drinking Water Intake,7/19/2012,4,0.2,38
Poughkeepsie Drinking Water Intake,6/14/2012,13,0.5,38
Poughkeepsie Drinking Water Intake,5/18/2012,1,0.3,38
Poughkeepsie Drinking Water Intake,8/20/2010,5,0,38
Poughkeepsie Drinking Water Intake,8/6/2008,2,0.3,38
Poughkeepsie Drinking Water Intake,9/20/2008,<1,0,38
Poughkeepsie Drinking Water Intake,5/14/2009,4,0.1,38
Poughkeepsie Drinking Water Intake,5/17/2009,4,1.5,38
Poughkeepsie Drinking Water Intake,6/10/2009,<1,0.9,38
Poughkeepsie Drinking Water Intake,7/30/2009,16,0.5,38
Poughkeepsie Drinking Water Intake,8/3/2009,23,1.7,38
Poughkeepsie Drinking Water Intake,8/23/2009,16,0.6,38
Poughkeepsie Drinking Water Intake,9/16/2009,6,0,38
Poughkeepsie Drinking Water Intake,10/22/2009,2,0,38
Poughkeepsie Drinking Water Intake,5/24/2010,<1,0,38
Poughkeepsie Drinking Water Intake,6/17/2008,6,1,38
Poughkeepsie Drinking Water Intake,7/20/2010,<1,0,38
Poughkeepsie Drinking Water Intake,10/14/2012,3,0,38
Poughkeepsie Drinking Water Intake,10/18/2011,76,0.1,38
Poughkeepsie Drinking Water Intake,9/17/2011,24,0.1,38
Poughkeepsie Drinking Water Intake,8/19/2011,11,0.2,38
Poughkeepsie Drinking Water Intake,7/16/2011,1,0,38
Poughkeepsie Drinking Water Intake,6/30/2011,12,0.5,38
Poughkeepsie Drinking Water Intake,5/18/2011,21,2.1,38
Poughkeepsie Drinking Water Intake,10/15/2010,7,1.5,38
Poughkeepsie Drinking Water Intake,9/13/2010,3,0,38
Poughkeepsie Drinking Water Intake,5/21/2008,1,0.1,38
Poughkeepsie Drinking Water Intake,6/17/2010,5,0,38
Poughkeepsie Drinking Water Intake,10/22/2008,3,0,38
Poughkeepsie Launch Ramp,9/13/2012,18,0,37
Poughkeepsie Launch Ramp,10/14/2012,4,0,37
Poughkeepsie Launch Ramp,6/10/2009,11,0.9,37
Poughkeepsie Launch Ramp,7/30/2009,29,0.5,37
Poughkeepsie Launch Ramp,10/19/2013,11,0,37
Poughkeepsie Launch Ramp,8/17/2013,21,0,37
Poughkeepsie Launch Ramp,8/23/2009,19,0.6,37
Poughkeepsie Launch Ramp,9/16/2009,11,0,37
Poughkeepsie Launch Ramp,10/22/2009,5,0,37
Poughkeepsie Launch Ramp,5/24/2010,4,0,37
Poughkeepsie Launch Ramp,6/17/2010,12,0,37
Poughkeepsie Launch Ramp,7/20/2010,4,0,37
Poughkeepsie Launch Ramp,10/15/2010,78,1.5,37
Poughkeepsie Launch Ramp,5/18/2011,54,2.1,37
Poughkeepsie Launch Ramp,6/30/2011,10,0.5,37
Poughkeepsie Launch Ramp,7/16/2011,3,0,37
Poughkeepsie Launch Ramp,8/19/2011,19,0.2,37
Poughkeepsie Launch Ramp,9/17/2011,32,0.1,37
Poughkeepsie Launch Ramp,8/3/2009,68,1.7,37
Poughkeepsie Launch Ramp,10/18/2011,62,0.1,37
Poughkeepsie Launch Ramp,5/18/2012,3,0.3,37
Poughkeepsie Launch Ramp,6/14/2012,32,0.5,37
Poughkeepsie Launch Ramp,7/19/2012,13,0.2,37
Poughkeepsie Launch Ramp,8/16/2012,5,0.4,37
Poughkeepsie Launch Ramp,8/20/2010,7,0,37
Poughkeepsie Launch Ramp,9/13/2010,15,0,37
Poughkeepsie Launch Ramp,6/2/2013,11,0,37
Poughkeepsie Launch Ramp,6/22/2013,34,0,37
Poughkeepsie Launch Ramp,7/19/2013,5,0.1,37
Poughkeepsie Launch Ramp,5/21/2008,3,0.1,37
Poughkeepsie Launch Ramp,6/17/2008,4,1,37
Poughkeepsie Launch Ramp,7/16/2008,9,0.6,37
Poughkeepsie Launch Ramp,8/6/2008,3,0.3,37
Poughkeepsie Launch Ramp,9/20/2008,4,0,37
Poughkeepsie Launch Ramp,10/22/2008,3,0,37
Poughkeepsie Launch Ramp,5/14/2009,22,0.1,37
Poughkeepsie Launch Ramp,9/20/2013,6,0,37
Marlboro Landing,8/17/2013,7,0,35
Marlboro Landing,6/9/2009,116,0.9,35
Marlboro Landing,5/14/2009,2,0.1,35
Marlboro Landing,10/22/2008,2,0,35
Marlboro Landing,9/20/2008,2,0,35
Marlboro Landing,8/6/2008,38,0.3,35
Marlboro Landing,7/16/2008,1,0.6,35
Marlboro Landing,6/17/2008,24,1,35
Marlboro Landing,10/18/2011,17,0.1,35
Marlboro Landing,10/21/2009,5,0.2,35
Marlboro Landing,5/24/2010,5,0,35
Marlboro Landing,9/20/2013,2,0,35
Marlboro Landing,8/23/2009,11,0.6,35
Marlboro Landing,7/19/2013,16,0.1,35
Marlboro Landing,6/22/2013,26,0,35
Marlboro Landing,6/2/2013,5,0,35
Marlboro Landing,10/14/2012,33,0,35
Marlboro Landing,9/13/2012,13,0,35
Marlboro Landing,8/16/2012,1,0.4,35
Marlboro Landing,7/30/2009,77,0.5,35
Marlboro Landing,6/14/2012,7,0.5,35
Marlboro Landing,5/18/2012,2,0.3,35
Marlboro Landing,9/16/2009,2,0,35
Marlboro Landing,9/17/2011,26,0.1,35
Marlboro Landing,8/19/2011,10,0.2,35
Marlboro Landing,7/17/2011,2,0,35
Marlboro Landing,6/30/2011,12,0.5,35
Marlboro Landing,5/18/2011,32,2.1,35
Marlboro Landing,10/15/2010,>2420,1.5,35
Marlboro Landing,9/13/2010,4,0,35
Marlboro Landing,8/20/2010,7,0,35
Marlboro Landing,7/20/2010,22,0,35
Marlboro Landing,6/17/2010,15,0,35
Marlboro Landing,10/19/2013,9,0,35
Marlboro Landing,7/19/2012,7,0.2,35
Wappingers Creek,10/19/2013,5,0,35
Wappingers Creek,5/14/2009,6,0.1,35
Wappingers Creek,6/17/2010,16,0,35
Wappingers Creek,6/9/2009,91,0.9,35
Wappingers Creek,7/20/2010,16,0,35
Wappingers Creek,8/20/2010,84,0,35
Wappingers Creek,9/13/2010,17,0,35
Wappingers Creek,10/15/2010,22,1.5,35
Wappingers Creek,5/18/2011,411,2.1,35
Wappingers Creek,6/30/2011,66,0.5,35
Wappingers Creek,6/17/2008,40,1,35
Wappingers Creek,7/16/2008,3,0.6,35
Wappingers Creek,8/6/2008,1,0.3,35
Wappingers Creek,9/20/2008,2,0,35
Wappingers Creek,5/24/2010,1,0,35
Wappingers Creek,7/17/2011,3,0,35
Wappingers Creek,9/17/2011,37,0.1,35
Wappingers Creek,10/18/2011,16,0.1,35
Wappingers Creek,5/18/2012,7,0.3,35
Wappingers Creek,6/14/2012,9,0.5,35
Wappingers Creek,7/19/2012,8,0.2,35
Wappingers Creek,8/16/2012,3,0.4,35
Wappingers Creek,9/13/2012,10,0,35
Wappingers Creek,10/14/2012,22,0,35
Wappingers Creek,6/2/2013,3,0,35
Wappingers Creek,9/16/2009,2,0,35
Wappingers Creek,10/21/2009,9,0.2,35
Wappingers Creek,6/22/2013,86,0,35
Wappingers Creek,7/30/2009,12,0.5,35
Wappingers Creek,8/19/2011,9,0.2,35
Wappingers Creek,7/19/2013,7,0.1,35
Wappingers Creek,8/17/2013,15,0,35
Wappingers Creek,9/20/2013,2,0,35
Wappingers Creek,10/22/2008,5,0,35
Wappingers Creek,8/23/2009,6,0.6,35
Beacon Harbor,9/20/2013,7,0,38
Beacon Harbor,8/17/2013,9,0,38
Beacon Harbor,7/19/2013,199,0.1,38
Beacon Harbor,6/22/2013,12,0,38
Beacon Harbor,10/18/2013,34,0,38
Beacon Harbor,6/2/2013,3,0,38
Beacon Harbor,10/14/2012,38,0,38
Beacon Harbor,9/13/2012,56,0,38
Beacon Harbor,8/15/2012,15,0.4,38
Beacon Harbor,7/19/2012,18,0.2,38
Beacon Harbor,6/14/2012,10,0.5,38
Beacon Harbor,5/18/2012,2,0.3,38
Beacon Harbor,10/18/2011,25,0.1,38
Beacon Harbor,9/17/2011,40,0.1,38
Beacon Harbor,7/17/2011,<1,0,38
Beacon Harbor,6/29/2011,69,0.5,38
Beacon Harbor,5/18/2011,99,2.1,38
Beacon Harbor,10/15/2010,816,1.5,38
Beacon Harbor,10/14/2010,56,0.4,38
Beacon Harbor,9/13/2010,20,0,38
Beacon Harbor,8/19/2010,48,1,38
Beacon Harbor,7/20/2010,28,0,38
Beacon Harbor,6/17/2010,50,0,38
Beacon Harbor,5/23/2010,7,0,38
Beacon Harbor,10/21/2009,107,0.2,38
Beacon Harbor,9/16/2009,23,0,38
Beacon Harbor,8/22/2009,8,0.6,38
Beacon Harbor,8/3/2009,8,1.7,38
Beacon Harbor,7/30/2009,12,0.5,38
Beacon Harbor,6/9/2009,104,0.9,38
Beacon Harbor,5/14/2009,6,0.1,38
Beacon Harbor,10/22/2008,22,0,38
Beacon Harbor,9/20/2008,3,0,38
Beacon Harbor,8/6/2008,4,0.3,38
Beacon Harbor,7/16/2008,1,0.6,38
Beacon Harbor,6/17/2008,17,1,38
Beacon Harbor,5/21/2008,3,0.1,38
Beacon Harbor,8/18/2011,21,0.8,38
Newburgh Launch Ramp,6/17/2008,41,1,38
Newburgh Launch Ramp,10/21/2009,184,0.2,38
Newburgh Launch Ramp,9/16/2009,36,0,38
Newburgh Launch Ramp,8/22/2009,687,0.6,38
Newburgh Launch Ramp,8/3/2009,115,1.7,38
Newburgh Launch Ramp,7/30/2009,225,0.5,38
Newburgh Launch Ramp,6/9/2009,1046,0.9,38
Newburgh Launch Ramp,5/14/2009,2,0.1,38
Newburgh Launch Ramp,10/22/2008,19,0,38
Newburgh Launch Ramp,9/20/2008,1,0,38
Newburgh Launch Ramp,8/6/2008,27,0.3,38
Newburgh Launch Ramp,7/16/2008,10,0.6,38
Newburgh Launch Ramp,5/18/2012,8,0.3,38
Newburgh Launch Ramp,5/21/2008,19,0.1,38
Newburgh Launch Ramp,7/20/2010,1300,0,38
Newburgh Launch Ramp,8/19/2010,328,1,38
Newburgh Launch Ramp,9/13/2010,17,0,38
Newburgh Launch Ramp,10/14/2010,326,0.4,38
Newburgh Launch Ramp,10/15/2010,2420,1.5,38
Newburgh Launch Ramp,5/18/2011,921,2.1,38
Newburgh Launch Ramp,6/29/2011,727,0.5,38
Newburgh Launch Ramp,7/17/2011,12,0,38
Newburgh Launch Ramp,8/18/2011,921,0.8,38
Newburgh Launch Ramp,9/17/2011,125,0.1,38
Newburgh Launch Ramp,10/18/2011,411,0.1,38
Newburgh Launch Ramp,6/14/2012,37,0.5,38
Newburgh Launch Ramp,6/17/2010,225,0,38
Newburgh Launch Ramp,7/19/2012,93,0.2,38
Newburgh Launch Ramp,8/15/2012,365,0.4,38
Newburgh Launch Ramp,9/13/2012,33,0,38
Newburgh Launch Ramp,10/14/2012,58,0,38
Newburgh Launch Ramp,6/2/2013,194,0,38
Newburgh Launch Ramp,6/22/2013,49,0,38
Newburgh Launch Ramp,7/19/2013,1733,0.1,38
Newburgh Launch Ramp,8/17/2013,131,0,38
Newburgh Launch Ramp,9/20/2013,88,0,38
Newburgh Launch Ramp,10/18/2013,365,0,38
Newburgh Launch Ramp,5/23/2010,41,0,38
Little Stony Point,9/20/2013,7,0,38
Little Stony Point,5/21/2008,3,0.1,38
Little Stony Point,6/17/2008,13,1,38
Little Stony Point,7/16/2008,<1,0.6,38
Little Stony Point,8/6/2008,1,0.3,38
Little Stony Point,10/22/2008,32,0,38
Little Stony Point,5/14/2009,<1,0.1,38
Little Stony Point,5/17/2009,5,1.5,38
Little Stony Point,6/9/2009,13,0.9,38
Little Stony Point,7/30/2009,4,0.5,38
Little Stony Point,8/3/2009,13,1.7,38
Little Stony Point,9/16/2009,17,0,38
Little Stony Point,8/17/2013,12,0,38
Little Stony Point,10/21/2009,16,0.2,38
Little Stony Point,5/23/2010,4,0,38
Little Stony Point,6/17/2010,6,0,38
Little Stony Point,7/20/2010,99,0,38
Little Stony Point,8/19/2010,1,1,38
Little Stony Point,9/13/2010,166,0,38
Little Stony Point,10/14/2010,25,0.4,38
Little Stony Point,5/18/2011,23,2.1,38
Little Stony Point,7/17/2011,<1,0,38
Little Stony Point,7/19/2013,15,0.1,38
Little Stony Point,9/17/2011,53,0.1,38
Little Stony Point,10/18/2011,10,0.1,38
Little Stony Point,10/18/2013,12,0,38
Little Stony Point,6/14/2012,<1,0.5,38
Little Stony Point,7/19/2012,9,0.2,38
Little Stony Point,8/15/2012,7,0.4,38
Little Stony Point,9/13/2012,16,0,38
Little Stony Point,10/13/2012,11,0,38
Little Stony Point,6/1/2013,8,0,38
Little Stony Point,6/21/2013,28,0,38
Little Stony Point,8/18/2011,13,0.8,38
Little Stony Point,8/22/2009,10,0.6,38
Little Stony Point,9/20/2008,3,0,38
Little Stony Point,6/29/2011,6,0.5,38
Little Stony Point,5/18/2012,<1,0.3,38
Cold Spring Harbor,7/20/2010,184,0,35
Cold Spring Harbor,10/18/2011,15,0.1,35
Cold Spring Harbor,10/18/2013,22,0,35
Cold Spring Harbor,9/20/2013,3,0,35
Cold Spring Harbor,8/17/2013,11,0,35
Cold Spring Harbor,7/19/2013,84,0.1,35
Cold Spring Harbor,6/21/2013,20,0,35
Cold Spring Harbor,6/1/2013,4,0,35
Cold Spring Harbor,10/13/2012,7,0,35
Cold Spring Harbor,9/13/2012,6,0,35
Cold Spring Harbor,7/19/2012,29,0.2,35
Cold Spring Harbor,6/14/2012,1,0.5,35
Cold Spring Harbor,5/18/2012,<1,0.3,35
Cold Spring Harbor,6/17/2008,19,1,35
Cold Spring Harbor,9/17/2011,33,0.1,35
Cold Spring Harbor,8/18/2011,27,0.8,35
Cold Spring Harbor,6/29/2011,21,0.5,35
Cold Spring Harbor,5/18/2011,26,2.1,35
Cold Spring Harbor,10/14/2010,33,0.4,35
Cold Spring Harbor,9/13/2010,13,0,35
Cold Spring Harbor,8/19/2010,6,1,35
Cold Spring Harbor,6/17/2010,26,0,35
Cold Spring Harbor,5/23/2010,12,0,35
Cold Spring Harbor,7/17/2011,10,0,35
Cold Spring Harbor,9/16/2009,25,0,35
Cold Spring Harbor,8/15/2012,11,0.4,35
Cold Spring Harbor,8/22/2009,12,0.6,35
Cold Spring Harbor,7/30/2009,15,0.5,35
Cold Spring Harbor,6/9/2009,78,0.9,35
Cold Spring Harbor,5/14/2009,6,0.1,35
Cold Spring Harbor,10/22/2008,14,0,35
Cold Spring Harbor,9/20/2008,2,0,35
Cold Spring Harbor,8/6/2008,1,0.3,35
Cold Spring Harbor,7/16/2008,1,0.6,35
Cold Spring Harbor,10/21/2009,11,0.2,35
West Point STP Outfall,9/20/2013,5,0,36
West Point STP Outfall,6/29/2011,11,0.5,36
West Point STP Outfall,9/20/2008,<1,0,36
West Point STP Outfall,10/22/2008,19,0,36
West Point STP Outfall,9/16/2009,1,0,36
West Point STP Outfall,10/21/2009,5,0.2,36
West Point STP Outfall,5/23/2010,<1,0,36
West Point STP Outfall,6/17/2010,6,0,36
West Point STP Outfall,7/20/2010,91,0,36
West Point STP Outfall,8/19/2010,4,1,36
West Point STP Outfall,9/13/2010,291,0,36
West Point STP Outfall,10/14/2010,26,0.4,36
West Point STP Outfall,6/21/2013,15,0,36
West Point STP Outfall,5/18/2011,147,2.1,36
West Point STP Outfall,7/17/2011,2,0,36
West Point STP Outfall,8/18/2011,67,0.8,36
West Point STP Outfall,9/17/2011,41,0.1,36
West Point STP Outfall,10/18/2011,16,0.1,36
West Point STP Outfall,6/14/2012,4,0.5,36
West Point STP Outfall,7/19/2012,7,0.2,36
West Point STP Outfall,8/15/2012,>2420,0.4,36
West Point STP Outfall,9/13/2012,<1,0,36
West Point STP Outfall,10/13/2012,8,0,36
West Point STP Outfall,6/1/2013,10,0,36
West Point STP Outfall,8/22/2009,12,0.6,36
West Point STP Outfall,8/6/2008,3,0.3,36
West Point STP Outfall,6/9/2009,9,0.9,36
West Point STP Outfall,7/19/2013,10,0.1,36
West Point STP Outfall,8/17/2013,7,0,36
West Point STP Outfall,5/18/2012,5,0.3,36
West Point STP Outfall,10/18/2013,21,0,36
West Point STP Outfall,7/30/2009,5,0.5,36
West Point STP Outfall,5/14/2009,3,0.1,36
West Point STP Outfall,7/16/2008,1,0.6,36
West Point STP Outfall,6/17/2008,4,0.3,36
West Point STP Outfall,5/21/2008,4,0.1,36
Fort Montgomery,7/30/2009,12,0.5,36
Fort Montgomery,8/22/2009,16,0.6,36
Fort Montgomery,9/16/2009,17,0,36
Fort Montgomery,10/21/2009,22,0.2,36
Fort Montgomery,5/23/2010,36,0,36
Fort Montgomery,6/17/2010,13,0,36
Fort Montgomery,10/18/2013,13,0,36
Fort Montgomery,10/13/2012,4,0,36
Fort Montgomery,6/1/2013,9,0,36
Fort Montgomery,6/21/2013,15,0,36
Fort Montgomery,7/19/2013,24,0.1,36
Fort Montgomery,8/19/2010,2,1,36
Fort Montgomery,9/13/2010,13,0,36
Fort Montgomery,10/14/2010,24,0.4,36
Fort Montgomery,5/18/2011,219,2.1,36
Fort Montgomery,6/29/2011,47,0.5,36
Fort Montgomery,7/17/2011,1,0,36
Fort Montgomery,8/18/2011,18,0.8,36
Fort Montgomery,8/17/2013,8,0,36
Fort Montgomery,9/17/2011,61,0.1,36
Fort Montgomery,10/18/2011,19,0.1,36
Fort Montgomery,5/18/2012,<1,0.3,36
Fort Montgomery,6/9/2009,34,0.9,36
Fort Montgomery,9/20/2013,13,0,36
Fort Montgomery,7/19/2012,33,0.2,36
Fort Montgomery,9/13/2012,4,0,36
Fort Montgomery,5/20/2008,2,0.3,36
Fort Montgomery,6/17/2008,20,1,36
Fort Montgomery,7/16/2008,13,0.6,36
Fort Montgomery,8/6/2008,3,0.3,36
Fort Montgomery,9/20/2008,2,0,36
Fort Montgomery,10/22/2008,6,0,36
Fort Montgomery,7/20/2010,15,0,36
Fort Montgomery,5/14/2009,2,0,36
Fort Montgomery,8/15/2012,>2420,0.4,36
Fort Montgomery,6/14/2012,12,0.5,36
Annesville Creek,6/16/2010,10,0,38
Annesville Creek,6/25/2008,18,0.1,38
Annesville Creek,7/15/2008,20,1.1,38
Annesville Creek,8/21/2008,<10,0,38
Annesville Creek,9/23/2008,<10,0,38
Annesville Creek,10/21/2008,10,0,38
Annesville Creek,6/8/2009,10,0.8,38
Annesville Creek,6/23/2009,75,0.7,38
Annesville Creek,7/29/2009,10,0.8,38
Annesville Creek,8/21/2009,<10,0,38
Annesville Creek,9/15/2009,<10,0,38
Annesville Creek,10/20/2009,10,0,38
Annesville Creek,5/22/2010,<10,0,38
Annesville Creek,6/16/2008,365,1.7,38
Annesville Creek,7/22/2010,275,1.5,38
Annesville Creek,8/18/2010,<10,0.5,38
Annesville Creek,9/12/2010,10,0,38
Annesville Creek,10/13/2010,10,0.3,38
Annesville Creek,5/17/2011,958,2,38
Annesville Creek,6/28/2011,31,0,38
Annesville Creek,7/18/2011,<10,0,38
Annesville Creek,8/17/2011,10,3.4,38
Annesville Creek,10/11/2012,<10,0.1,38
Annesville Creek,5/30/2013,10,0.4,38
Annesville Creek,6/20/2013,63,0.5,38
Annesville Creek,5/20/2008,11,0.6,38
Annesville Creek,8/15/2013,10,1.1,38
Annesville Creek,9/19/2013,<10,0,38
Annesville Creek,10/17/2013,20,0,38
Annesville Creek,9/15/2011,578,0,38
Annesville Creek,10/20/2011,393,0.1,38
Annesville Creek,5/16/2012,10,0.6,38
Annesville Creek,6/12/2012,20,0.5,38
Annesville Creek,7/17/2012,10,0.2,38
Annesville Creek,8/14/2012,98,0,38
Annesville Creek,9/11/2012,20,1.4,38
Annesville Creek,5/13/2009,5,0,38
Annesville Creek,7/18/2013,<10,0,38
Peekskill Riverfront Green Park,10/20/2009,10,0,42
Peekskill Riverfront Green Park,7/18/2013,10,0,42
Peekskill Riverfront Green Park,8/21/2008,<10,0,42
Peekskill Riverfront Green Park,7/15/2008,28,1.1,42
Peekskill Riverfront Green Park,6/25/2008,86,0.1,42
Peekskill Riverfront Green Park,6/16/2008,276,1.7,42
Peekskill Riverfront Green Park,5/20/2008,18,0.6,42
Peekskill Riverfront Green Park,9/9/2007,2,0,42
Peekskill Riverfront Green Park,8/23/2007,9,1.4,42
Peekskill Riverfront Green Park,7/16/2007,2,0,42
Peekskill Riverfront Green Park,5/21/2007,28,0.2,42
Peekskill Riverfront Green Park,10/21/2008,20,0,42
Peekskill Riverfront Green Park,5/13/2009,57,0,42
Peekskill Riverfront Green Park,6/8/2009,10,0.8,42
Peekskill Riverfront Green Park,6/23/2009,86,0.7,42
Peekskill Riverfront Green Park,7/29/2009,<10,0.8,42
Peekskill Riverfront Green Park,8/21/2009,<10,0,42
Peekskill Riverfront Green Park,9/15/2009,<10,0,42
Peekskill Riverfront Green Park,10/17/2013,20,0,42
Peekskill Riverfront Green Park,9/19/2013,10,0,42
Peekskill Riverfront Green Park,8/15/2013,30,1.1,42
Peekskill Riverfront Green Park,6/20/2013,10,0.5,42
Peekskill Riverfront Green Park,5/30/2013,<10,0.4,42
Peekskill Riverfront Green Park,5/22/2010,<10,0,42
Peekskill Riverfront Green Park,10/11/2012,31,0.1,42
Peekskill Riverfront Green Park,9/11/2012,31,1.4,42
Peekskill Riverfront Green Park,8/14/2012,31,0,42
Peekskill Riverfront Green Park,7/17/2012,<10,0.2,42
Peekskill Riverfront Green Park,6/12/2012,41,0.5,42
Peekskill Riverfront Green Park,5/16/2012,41,0.6,42
Peekskill Riverfront Green Park,10/20/2011,262,0.1,42
Peekskill Riverfront Green Park,9/15/2011,4352,0,42
Peekskill Riverfront Green Park,8/17/2011,<10,3.4,42
Peekskill Riverfront Green Park,7/18/2011,20,0,42
Peekskill Riverfront Green Park,6/28/2011,31,0,42
Peekskill Riverfront Green Park,5/17/2011,2014,2,42
Peekskill Riverfront Green Park,10/13/2010,31,0.3,42
Peekskill Riverfront Green Park,9/12/2010,86,0,42
Peekskill Riverfront Green Park,8/18/2010,<10,0.5,42
Peekskill Riverfront Green Park,7/22/2010,73,1.5,42
Peekskill Riverfront Green Park,6/16/2010,10,0,42
Peekskill Riverfront Green Park,9/23/2008,<10,0,42
Stony Point mid-channel,6/25/2008,22,0.1,44
Stony Point mid-channel,10/20/2011,10,0.1,44
Stony Point mid-channel,8/21/2008,<10,0,44
Stony Point mid-channel,6/20/2013,<10,0.5,44
Stony Point mid-channel,7/17/2012,<10,0.2,44
Stony Point mid-channel,7/18/2013,<10,0,44
Stony Point mid-channel,10/21/2008,<10,0,44
Stony Point mid-channel,5/30/2013,<10,0.4,44
Stony Point mid-channel,10/11/2012,10,0.1,44
Stony Point mid-channel,9/12/2010,<10,0,44
Stony Point mid-channel,10/13/2010,<10,0.3,44
Stony Point mid-channel,5/17/2011,31,2,44
Stony Point mid-channel,6/28/2011,20,0,44
Stony Point mid-channel,5/16/2012,20,0.6,44
Stony Point mid-channel,9/19/2006,3,0,44
Stony Point mid-channel,4/25/2007,196,0,44
Stony Point mid-channel,7/16/2007,1,0,44
Stony Point mid-channel,8/23/2007,7,1.4,44
Stony Point mid-channel,9/9/2007,1,0,44
Stony Point mid-channel,9/15/2011,86,0,44
Stony Point mid-channel,5/20/2008,18,0.6,44
Stony Point mid-channel,6/16/2008,7,1.7,44
Stony Point mid-channel,9/23/2008,<10,0,44
Stony Point mid-channel,6/12/2012,10,0.5,44
Stony Point mid-channel,7/15/2008,9,1.1,44
Stony Point mid-channel,5/13/2009,2,0,44
Stony Point mid-channel,5/17/2009,9,0.5,44
Stony Point mid-channel,6/8/2009,<10,0.8,44
Stony Point mid-channel,6/23/2009,10,0.7,44
Stony Point mid-channel,7/29/2009,<10,0.8,44
Stony Point mid-channel,8/21/2009,10,0,44
Stony Point mid-channel,9/15/2009,<10,0,44
Stony Point mid-channel,5/22/2010,<10,0,44
