ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
Diseases of the musculoskeletal system and connective tissue,NM,2009,123,2036802,6
Diseases of the musculoskeletal system and connective tissue,NM,2010,114,2059179,5.5
Diseases of the musculoskeletal system and connective tissue,NY,1999,627,18882725,3.3
Diseases of the musculoskeletal system and connective tissue,NY,2000,655,18976457,3.5
Diseases of the musculoskeletal system and connective tissue,NY,2001,649,19082838,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2002,656,19137800,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2003,646,19175939,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2004,654,19171567,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2005,617,19132610,3.2
Diseases of the musculoskeletal system and connective tissue,NY,2006,635,19104631,3.3
Diseases of the musculoskeletal system and connective tissue,NY,2007,652,19132335,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2008,646,19212436,3.4
Diseases of the musculoskeletal system and connective tissue,NY,2009,596,19307066,3.1
Diseases of the musculoskeletal system and connective tissue,NY,2010,651,19378102,3.4
Diseases of the musculoskeletal system and connective tissue,NC,1999,391,7949361,4.9
Diseases of the musculoskeletal system and connective tissue,NC,2000,404,8049313,5
Diseases of the musculoskeletal system and connective tissue,NC,2001,458,8210122,5.6
Diseases of the musculoskeletal system and connective tissue,NC,2002,501,8326201,6
Diseases of the musculoskeletal system and connective tissue,NC,2003,448,8422501,5.3
Diseases of the musculoskeletal system and connective tissue,NC,2004,502,8553152,5.9
Diseases of the musculoskeletal system and connective tissue,NC,2005,494,8705407,5.7
Diseases of the musculoskeletal system and connective tissue,NC,2006,451,8917270,5.1
Diseases of the musculoskeletal system and connective tissue,NC,2007,456,9118037,5
Diseases of the musculoskeletal system and connective tissue,NC,2008,493,9309449,5.3
Diseases of the musculoskeletal system and connective tissue,NC,2009,497,9449566,5.3
Diseases of the musculoskeletal system and connective tissue,NC,2010,474,9535483,5
Diseases of the musculoskeletal system and connective tissue,ND,1999,45,644259,7
Diseases of the musculoskeletal system and connective tissue,ND,2000,34,642200,5.3
Diseases of the musculoskeletal system and connective tissue,ND,2001,41,639062,6.4
Diseases of the musculoskeletal system and connective tissue,ND,2002,52,638168,8.1
Diseases of the musculoskeletal system and connective tissue,ND,2003,47,638817,7.4
Diseases of the musculoskeletal system and connective tissue,ND,2004,35,644705,5.4
Diseases of the musculoskeletal system and connective tissue,ND,2005,44,646089,6.8
Diseases of the musculoskeletal system and connective tissue,ND,2006,47,649422,7.2
Diseases of the musculoskeletal system and connective tissue,ND,2007,49,652822,7.5
Diseases of the musculoskeletal system and connective tissue,ND,2008,37,657569,5.6
Diseases of the musculoskeletal system and connective tissue,ND,2009,36,664968,5.4
Diseases of the musculoskeletal system and connective tissue,ND,2010,42,672591,6.2
Diseases of the musculoskeletal system and connective tissue,OH,1999,669,11335454,5.9
Diseases of the musculoskeletal system and connective tissue,OH,2000,646,11353140,5.7
Diseases of the musculoskeletal system and connective tissue,OH,2001,650,11387404,5.7
Diseases of the musculoskeletal system and connective tissue,OH,2002,694,11407889,6.1
Diseases of the musculoskeletal system and connective tissue,OH,2003,662,11434788,5.8
Diseases of the musculoskeletal system and connective tissue,OH,2004,663,11452251,5.8
Diseases of the musculoskeletal system and connective tissue,OH,2005,669,11463320,5.8
Diseases of the musculoskeletal system and connective tissue,OH,2006,637,11481213,5.5
Diseases of the musculoskeletal system and connective tissue,OH,2007,712,11500468,6.2
Diseases of the musculoskeletal system and connective tissue,OH,2008,648,11515391,5.6
Diseases of the musculoskeletal system and connective tissue,OH,2009,620,11528896,5.4
Diseases of the musculoskeletal system and connective tissue,OH,2010,641,11536504,5.6
Diseases of the musculoskeletal system and connective tissue,OK,1999,169,3437147,4.9
Diseases of the musculoskeletal system and connective tissue,OK,2000,202,3450654,5.9
Diseases of the musculoskeletal system and connective tissue,OK,2001,178,3467100,5.1
Diseases of the musculoskeletal system and connective tissue,OK,2002,187,3489080,5.4
Diseases of the musculoskeletal system and connective tissue,OK,2003,221,3504892,6.3
Diseases of the musculoskeletal system and connective tissue,OK,2004,219,3525233,6.2
Diseases of the musculoskeletal system and connective tissue,OK,2005,201,3548597,5.7
Diseases of the musculoskeletal system and connective tissue,OK,2006,180,3594090,5
Diseases of the musculoskeletal system and connective tissue,OK,2007,183,3634349,5
Diseases of the musculoskeletal system and connective tissue,OK,2008,193,3668976,5.3
Diseases of the musculoskeletal system and connective tissue,OK,2009,174,3717572,4.7
Diseases of the musculoskeletal system and connective tissue,OK,2010,193,3751351,5.1
Diseases of the musculoskeletal system and connective tissue,OR,1999,212,3393941,6.2
Diseases of the musculoskeletal system and connective tissue,OR,2000,234,3421399,6.8
Diseases of the musculoskeletal system and connective tissue,OR,2001,257,3467937,7.4
Diseases of the musculoskeletal system and connective tissue,OR,2002,257,3513424,7.3
Diseases of the musculoskeletal system and connective tissue,OR,2003,267,3547376,7.5
Diseases of the musculoskeletal system and connective tissue,OR,2004,222,3569463,6.2
Diseases of the musculoskeletal system and connective tissue,OR,2005,281,3613202,7.8
Diseases of the musculoskeletal system and connective tissue,OR,2006,302,3670883,8.2
Diseases of the musculoskeletal system and connective tissue,OR,2007,237,3722417,6.4
Diseases of the musculoskeletal system and connective tissue,OR,2008,227,3768748,6
Diseases of the musculoskeletal system and connective tissue,OR,2009,228,3808600,6
Diseases of the musculoskeletal system and connective tissue,OR,2010,213,3831074,5.6
Diseases of the musculoskeletal system and connective tissue,PA,1999,648,12263805,5.3
Diseases of the musculoskeletal system and connective tissue,PA,2000,634,12281054,5.2
Diseases of the musculoskeletal system and connective tissue,PA,2001,691,12298970,5.6
Diseases of the musculoskeletal system and connective tissue,PA,2002,669,12331031,5.4
Diseases of the musculoskeletal system and connective tissue,PA,2003,714,12374658,5.8
Diseases of the musculoskeletal system and connective tissue,PA,2004,691,12410722,5.6
Diseases of the musculoskeletal system and connective tissue,PA,2005,670,12449990,5.4
Diseases of the musculoskeletal system and connective tissue,PA,2006,645,12510809,5.2
Diseases of the musculoskeletal system and connective tissue,PA,2007,650,12563937,5.2
Diseases of the musculoskeletal system and connective tissue,PA,2008,678,12612285,5.4
Diseases of the musculoskeletal system and connective tissue,PA,2009,663,12666858,5.2
Diseases of the musculoskeletal system and connective tissue,PA,2010,626,12702379,4.9
Diseases of the musculoskeletal system and connective tissue,RI,1999,37,1040402,3.6
Diseases of the musculoskeletal system and connective tissue,RI,2000,49,1048319,4.7
Diseases of the musculoskeletal system and connective tissue,RI,2001,55,1057142,5.2
Diseases of the musculoskeletal system and connective tissue,RI,2002,50,1065995,4.7
Diseases of the musculoskeletal system and connective tissue,RI,2003,55,1071342,5.1
Diseases of the musculoskeletal system and connective tissue,RI,2004,56,1074579,5.2
Diseases of the musculoskeletal system and connective tissue,RI,2005,36,1067916,3.4
Diseases of the musculoskeletal system and connective tissue,RI,2006,53,1063096,5
Diseases of the musculoskeletal system and connective tissue,RI,2007,45,1057315,4.3
Diseases of the musculoskeletal system and connective tissue,RI,2008,39,1055003,3.7
Diseases of the musculoskeletal system and connective tissue,RI,2009,43,1053646,4.1
Diseases of the musculoskeletal system and connective tissue,RI,2010,48,1052567,4.6
Diseases of the musculoskeletal system and connective tissue,SC,1999,196,3974682,4.9
Diseases of the musculoskeletal system and connective tissue,SC,2000,223,4012012,5.6
Diseases of the musculoskeletal system and connective tissue,SC,2001,204,4064995,5
Diseases of the musculoskeletal system and connective tissue,SC,2002,198,4107795,4.8
Diseases of the musculoskeletal system and connective tissue,SC,2003,244,4150297,5.9
Diseases of the musculoskeletal system and connective tissue,SC,2004,245,4210921,5.8
Diseases of the musculoskeletal system and connective tissue,SC,2005,225,4270150,5.3
Diseases of the musculoskeletal system and connective tissue,SC,2006,206,4357847,4.7
Diseases of the musculoskeletal system and connective tissue,SC,2007,214,4444110,4.8
Diseases of the musculoskeletal system and connective tissue,SC,2008,226,4528996,5
Diseases of the musculoskeletal system and connective tissue,SC,2009,230,4589872,5
Diseases of the musculoskeletal system and connective tissue,SC,2010,208,4625364,4.5
Diseases of the musculoskeletal system and connective tissue,SD,1999,46,750412,6.1
Diseases of the musculoskeletal system and connective tissue,SD,2000,51,754844,6.8
Diseases of the musculoskeletal system and connective tissue,SD,2001,57,757972,7.5
Diseases of the musculoskeletal system and connective tissue,SD,2002,66,760020,8.7
Diseases of the musculoskeletal system and connective tissue,SD,2003,59,763729,7.7
Diseases of the musculoskeletal system and connective tissue,SD,2004,68,770396,8.8
Diseases of the musculoskeletal system and connective tissue,SD,2005,71,775493,9.2
Diseases of the musculoskeletal system and connective tissue,SD,2006,64,783033,8.2
Diseases of the musculoskeletal system and connective tissue,SD,2007,63,791623,8
Diseases of the musculoskeletal system and connective tissue,SD,2008,52,799124,6.5
Diseases of the musculoskeletal system and connective tissue,SD,2009,67,807067,8.3
Diseases of the musculoskeletal system and connective tissue,SD,2010,66,814180,8.1
Diseases of the musculoskeletal system and connective tissue,TN,1999,310,5638706,5.5
Diseases of the musculoskeletal system and connective tissue,TN,2000,317,5689283,5.6
Diseases of the musculoskeletal system and connective tissue,TN,2001,343,5750789,6
Diseases of the musculoskeletal system and connective tissue,TN,2002,332,5795918,5.7
Diseases of the musculoskeletal system and connective tissue,TN,2003,352,5847812,6
Diseases of the musculoskeletal system and connective tissue,TN,2004,345,5910809,5.8
Diseases of the musculoskeletal system and connective tissue,TN,2005,361,5991057,6
Diseases of the musculoskeletal system and connective tissue,TN,2006,314,6088766,5.2
Diseases of the musculoskeletal system and connective tissue,TN,2007,339,6175727,5.5
Diseases of the musculoskeletal system and connective tissue,TN,2008,327,6247411,5.2
Diseases of the musculoskeletal system and connective tissue,TN,2009,315,6306019,5
Diseases of the musculoskeletal system and connective tissue,TN,2010,338,6346105,5.3
Diseases of the musculoskeletal system and connective tissue,TX,1999,921,20558220,4.5
Diseases of the musculoskeletal system and connective tissue,TX,2000,940,20851820,4.5
Diseases of the musculoskeletal system and connective tissue,TX,2001,934,21319622,4.4
Diseases of the musculoskeletal system and connective tissue,TX,2002,944,21690325,4.4
Diseases of the musculoskeletal system and connective tissue,TX,2003,958,22030931,4.3
Diseases of the musculoskeletal system and connective tissue,TX,2004,989,22394023,4.4
Diseases of the musculoskeletal system and connective tissue,TX,2005,979,22778123,4.3
Diseases of the musculoskeletal system and connective tissue,TX,2006,940,23359580,4
Diseases of the musculoskeletal system and connective tissue,TX,2007,960,23831983,4
Diseases of the musculoskeletal system and connective tissue,TX,2008,925,24309039,3.8
Diseases of the musculoskeletal system and connective tissue,TX,2009,920,24801761,3.7
Diseases of the musculoskeletal system and connective tissue,TX,2010,919,25145561,3.7
Diseases of the musculoskeletal system and connective tissue,UT,1999,157,2203482,7.1
Diseases of the musculoskeletal system and connective tissue,UT,2000,141,2233169,6.3
Diseases of the musculoskeletal system and connective tissue,UT,2001,155,2283715,6.8
Diseases of the musculoskeletal system and connective tissue,UT,2002,148,2324815,6.4
Diseases of the musculoskeletal system and connective tissue,UT,2003,149,2360137,6.3
Diseases of the musculoskeletal system and connective tissue,UT,2004,152,2401580,6.3
Diseases of the musculoskeletal system and connective tissue,UT,2005,145,2457719,5.9
Diseases of the musculoskeletal system and connective tissue,UT,2006,144,2525507,5.7
Diseases of the musculoskeletal system and connective tissue,UT,2007,159,2597746,6.1
Diseases of the musculoskeletal system and connective tissue,UT,2008,125,2663029,4.7
Diseases of the musculoskeletal system and connective tissue,UT,2009,161,2723421,5.9
Diseases of the musculoskeletal system and connective tissue,UT,2010,174,2763885,6.3
Diseases of the musculoskeletal system and connective tissue,VT,1999,29,604683,4.8
Diseases of the musculoskeletal system and connective tissue,VT,2000,38,608827,6.2
Diseases of the musculoskeletal system and connective tissue,VT,2001,39,612223,6.4
Diseases of the musculoskeletal system and connective tissue,VT,2002,33,615442,5.4
Diseases of the musculoskeletal system and connective tissue,VT,2003,52,617858,8.4
Diseases of the musculoskeletal system and connective tissue,VT,2004,42,619920,6.8
Diseases of the musculoskeletal system and connective tissue,VT,2005,44,621215,7.1
Diseases of the musculoskeletal system and connective tissue,VT,2006,33,622892,5.3
Diseases of the musculoskeletal system and connective tissue,VT,2007,48,623481,7.7
Diseases of the musculoskeletal system and connective tissue,VT,2008,43,624151,6.9
Diseases of the musculoskeletal system and connective tissue,VT,2009,39,624817,6.2
Diseases of the musculoskeletal system and connective tissue,VT,2010,45,625741,7.2
Diseases of the musculoskeletal system and connective tissue,VA,1999,298,7000174,4.3
Diseases of the musculoskeletal system and connective tissue,VA,2000,345,7078515,4.9
Diseases of the musculoskeletal system and connective tissue,VA,2001,328,7198362,4.6
Diseases of the musculoskeletal system and connective tissue,VA,2002,357,7286873,4.9
Diseases of the musculoskeletal system and connective tissue,VA,2003,375,7366977,5.1
Diseases of the musculoskeletal system and connective tissue,VA,2004,330,7475575,4.4
Diseases of the musculoskeletal system and connective tissue,VA,2005,351,7577105,4.6
Diseases of the musculoskeletal system and connective tissue,VA,2006,383,7673725,5
Diseases of the musculoskeletal system and connective tissue,VA,2007,317,7751000,4.1
Diseases of the musculoskeletal system and connective tissue,VA,2008,326,7833496,4.2
Diseases of the musculoskeletal system and connective tissue,VA,2009,343,7925937,4.3
Diseases of the musculoskeletal system and connective tissue,VA,2010,315,8001024,3.9
Diseases of the musculoskeletal system and connective tissue,WA,1999,291,5842564,5
Diseases of the musculoskeletal system and connective tissue,WA,2000,293,5894121,5
Diseases of the musculoskeletal system and connective tissue,WA,2001,329,5985722,5.5
Diseases of the musculoskeletal system and connective tissue,WA,2002,349,6052349,5.8
Diseases of the musculoskeletal system and connective tissue,WA,2003,344,6104115,5.6
Diseases of the musculoskeletal system and connective tissue,WA,2004,345,6178645,5.6
Diseases of the musculoskeletal system and connective tissue,WA,2005,340,6257305,5.4
Diseases of the musculoskeletal system and connective tissue,WA,2006,367,6370753,5.8
Diseases of the musculoskeletal system and connective tissue,WA,2007,346,6461587,5.4
Diseases of the musculoskeletal system and connective tissue,WA,2008,319,6562231,4.9
Diseases of the musculoskeletal system and connective tissue,WA,2009,322,6667426,4.8
Diseases of the musculoskeletal system and connective tissue,WA,2010,317,6724540,4.7
Diseases of the musculoskeletal system and connective tissue,WV,1999,95,1811799,5.2
Diseases of the musculoskeletal system and connective tissue,WV,2000,104,1808344,5.8
Diseases of the musculoskeletal system and connective tissue,WV,2001,121,1801481,6.7
Diseases of the musculoskeletal system and connective tissue,WV,2002,118,1805414,6.5
Diseases of the musculoskeletal system and connective tissue,WV,2003,125,1812295,6.9
Diseases of the musculoskeletal system and connective tissue,WV,2004,96,1816438,5.3
Diseases of the musculoskeletal system and connective tissue,WV,2005,115,1820492,6.3
Diseases of the musculoskeletal system and connective tissue,WV,2006,111,1827912,6.1
Diseases of the musculoskeletal system and connective tissue,WV,2007,106,1834052,5.8
Diseases of the musculoskeletal system and connective tissue,WV,2008,126,1840310,6.8
Diseases of the musculoskeletal system and connective tissue,WV,2009,130,1847775,7
Diseases of the musculoskeletal system and connective tissue,WV,2010,105,1852994,5.7
Diseases of the musculoskeletal system and connective tissue,WI,1999,265,5332666,5
Diseases of the musculoskeletal system and connective tissue,WI,2000,321,5363675,6
Diseases of the musculoskeletal system and connective tissue,WI,2001,280,5406835,5.2
Diseases of the musculoskeletal system and connective tissue,WI,2002,290,5445162,5.3
Diseases of the musculoskeletal system and connective tissue,WI,2003,301,5479203,5.5
Diseases of the musculoskeletal system and connective tissue,WI,2004,294,5514026,5.3
Diseases of the musculoskeletal system and connective tissue,WI,2005,283,5546166,5.1
Diseases of the musculoskeletal system and connective tissue,WI,2006,303,5577655,5.4
Diseases of the musculoskeletal system and connective tissue,WI,2007,291,5610775,5.2
Diseases of the musculoskeletal system and connective tissue,WI,2008,270,5640996,4.8
Diseases of the musculoskeletal system and connective tissue,WI,2009,304,5669264,5.4
Diseases of the musculoskeletal system and connective tissue,WI,2010,321,5686986,5.6
Diseases of the musculoskeletal system and connective tissue,WY,1999,27,491780,5.5
Diseases of the musculoskeletal system and connective tissue,WY,2000,22,493782,4.5
Diseases of the musculoskeletal system and connective tissue,WY,2001,34,494657,6.9
Diseases of the musculoskeletal system and connective tissue,WY,2002,37,500017,7.4
Diseases of the musculoskeletal system and connective tissue,WY,2003,33,503453,6.6
Diseases of the musculoskeletal system and connective tissue,WY,2004,43,509106,8.4
Diseases of the musculoskeletal system and connective tissue,WY,2005,36,514157,7
Diseases of the musculoskeletal system and connective tissue,WY,2006,29,522667,5.5
Diseases of the musculoskeletal system and connective tissue,WY,2007,36,534876,6.7
Diseases of the musculoskeletal system and connective tissue,WY,2008,27,546043,4.9
Diseases of the musculoskeletal system and connective tissue,WY,2009,35,559851,6.3
Diseases of the musculoskeletal system and connective tissue,WY,2010,47,563626,8.3
Diseases of the genitourinary system,AL,1999,1363,4430141,30.8
Diseases of the genitourinary system,AL,2000,1294,4447100,29.1
Diseases of the genitourinary system,AL,2001,1335,4467634,29.9
Diseases of the genitourinary system,AL,2002,1368,4480089,30.5
Diseases of the genitourinary system,AL,2003,1425,4503491,31.6
Diseases of the genitourinary system,AL,2004,1385,4530729,30.6
Diseases of the genitourinary system,AL,2005,1392,4569805,30.5
Diseases of the genitourinary system,AL,2006,1458,4628981,31.5
Diseases of the genitourinary system,AL,2007,1341,4672840,28.7
Diseases of the genitourinary system,AL,2008,1351,4718206,28.6
Diseases of the genitourinary system,AL,2009,1403,4757938,29.5
Diseases of the genitourinary system,AL,2010,1460,4779736,30.5
Diseases of the genitourinary system,AK,1999,51,624779,8.2
Diseases of the genitourinary system,AK,2000,47,626932,7.5
Diseases of the genitourinary system,AK,2001,35,633714,5.5
Diseases of the genitourinary system,AK,2002,34,642337,5.3
Diseases of the genitourinary system,AK,2003,43,648414,6.6
Diseases of the genitourinary system,AK,2004,36,659286,5.5
Diseases of the genitourinary system,AK,2005,51,666946,7.6
Diseases of the genitourinary system,AK,2006,58,675302,8.6
Diseases of the genitourinary system,AK,2007,54,680300,7.9
Diseases of the genitourinary system,AK,2008,66,687455,9.6
Diseases of the genitourinary system,AK,2009,60,698895,8.6
Diseases of the genitourinary system,AK,2010,72,710231,10.1
Diseases of the genitourinary system,AZ,1999,823,5023823,16.4
Diseases of the genitourinary system,AZ,2000,882,5130632,17.2
Diseases of the genitourinary system,AZ,2001,896,5273477,17
Diseases of the genitourinary system,AZ,2002,884,5396255,16.4
Diseases of the genitourinary system,AZ,2003,821,5510364,14.9
Diseases of the genitourinary system,AZ,2004,889,5652404,15.7
Diseases of the genitourinary system,AZ,2005,863,5839077,14.8
Diseases of the genitourinary system,AZ,2006,825,6029141,13.7
Diseases of the genitourinary system,AZ,2007,804,6167681,13
Diseases of the genitourinary system,AZ,2008,749,6280362,11.9
Diseases of the genitourinary system,AZ,2009,788,6343154,12.4
Diseases of the genitourinary system,AZ,2010,781,6392017,12.2
Diseases of the genitourinary system,AR,1999,676,2651860,25.5
Diseases of the genitourinary system,AR,2000,712,2673400,26.6
Diseases of the genitourinary system,AR,2001,749,2691571,27.8
Diseases of the genitourinary system,AR,2002,812,2705927,30
Diseases of the genitourinary system,AR,2003,761,2724816,27.9
Diseases of the genitourinary system,AR,2004,769,2749686,28
Diseases of the genitourinary system,AR,2005,826,2781097,29.7
Diseases of the genitourinary system,AR,2006,841,2821761,29.8
Diseases of the genitourinary system,AR,2007,869,2848650,30.5
Diseases of the genitourinary system,AR,2008,818,2874554,28.5
Diseases of the genitourinary system,AR,2009,871,2896843,30.1
Diseases of the genitourinary system,AR,2010,914,2915918,31.3
Diseases of the genitourinary system,CA,1999,4596,33499204,13.7
Diseases of the genitourinary system,CA,2000,3939,33871648,11.6
Diseases of the genitourinary system,CA,2001,4139,34479458,12
Diseases of the genitourinary system,CA,2002,4010,34871843,11.5
Diseases of the genitourinary system,CA,2003,4348,35253159,12.3
Diseases of the genitourinary system,CA,2004,4381,35574576,12.3
Diseases of the genitourinary system,CA,2005,4491,35827943,12.5
Diseases of the genitourinary system,CA,2006,4745,36021202,13.2
Diseases of the genitourinary system,CA,2007,4794,36250311,13.2
Diseases of the genitourinary system,CA,2008,4377,36604337,12
Diseases of the genitourinary system,CA,2009,4506,36961229,12.2
Diseases of the genitourinary system,CA,2010,4635,37253956,12.4
Diseases of the genitourinary system,CO,1999,456,4226018,10.8
Diseases of the genitourinary system,CO,2000,549,4301261,12.8
Diseases of the genitourinary system,CO,2001,568,4425687,12.8
Diseases of the genitourinary system,CO,2002,610,4490406,13.6
Diseases of the genitourinary system,CO,2003,615,4528732,13.6
Diseases of the genitourinary system,CO,2004,612,4575013,13.4
Diseases of the genitourinary system,CO,2005,679,4631888,14.7
Diseases of the genitourinary system,CO,2006,715,4720423,15.1
Diseases of the genitourinary system,CO,2007,676,4803868,14.1
Diseases of the genitourinary system,CO,2008,656,4889730,13.4
Diseases of the genitourinary system,CO,2009,622,4972195,12.5
Diseases of the genitourinary system,CO,2010,640,5029196,12.7
Diseases of the genitourinary system,CT,1999,662,3386401,19.5
Diseases of the genitourinary system,CT,2000,744,3405565,21.8
Diseases of the genitourinary system,CT,2001,790,3432835,23
Diseases of the genitourinary system,CT,2002,791,3458749,22.9
Diseases of the genitourinary system,CT,2003,802,3484336,23
Diseases of the genitourinary system,CT,2004,839,3496094,24
Diseases of the genitourinary system,CT,2005,816,3506956,23.3
Diseases of the genitourinary system,CT,2006,785,3517460,22.3
Diseases of the genitourinary system,CT,2007,788,3527270,22.3
Diseases of the genitourinary system,CT,2008,787,3545579,22.2
Diseases of the genitourinary system,CT,2009,793,3561807,22.3
Diseases of the genitourinary system,CT,2010,812,3574097,22.7
Diseases of the genitourinary system,DE,1999,154,774990,19.9
Diseases of the genitourinary system,DE,2000,159,783600,20.3
Diseases of the genitourinary system,DE,2001,181,795699,22.7
Diseases of the genitourinary system,DE,2002,172,806169,21.3
Diseases of the genitourinary system,DE,2003,180,818003,22
Diseases of the genitourinary system,DE,2004,176,830803,21.2
Diseases of the genitourinary system,DE,2005,193,845150,22.8
Diseases of the genitourinary system,DE,2006,202,859268,23.5
Diseases of the genitourinary system,DE,2007,214,871749,24.5
Diseases of the genitourinary system,DE,2008,227,883874,25.7
Diseases of the genitourinary system,DE,2009,212,891730,23.8
Diseases of the genitourinary system,DE,2010,204,897934,22.7
Diseases of the genitourinary system,DC,1999,141,570213,24.7
Diseases of the genitourinary system,DC,2000,132,572059,23.1
Diseases of the genitourinary system,DC,2001,122,574504,21.2
Diseases of the genitourinary system,DC,2002,110,573158,19.2
Diseases of the genitourinary system,DC,2003,113,568502,19.9
Diseases of the genitourinary system,DC,2004,124,567754,21.8
Diseases of the genitourinary system,DC,2005,120,567136,21.2
Diseases of the genitourinary system,DC,2006,110,570681,19.3
Diseases of the genitourinary system,DC,2007,96,574404,16.7
Diseases of the genitourinary system,DC,2008,103,580236,17.8
Diseases of the genitourinary system,DC,2009,88,592228,14.9
Diseases of the genitourinary system,DC,2010,118,601723,19.6
Diseases of the genitourinary system,FL,1999,2782,15759421,17.7
Diseases of the genitourinary system,FL,2000,2831,15982378,17.7
Diseases of the genitourinary system,FL,2001,3059,16356966,18.7
Diseases of the genitourinary system,FL,2002,3010,16689370,18
Diseases of the genitourinary system,FL,2003,3170,17004085,18.6
Diseases of the genitourinary system,FL,2004,3175,17415318,18.2
Diseases of the genitourinary system,FL,2005,3292,17842038,18.5
Diseases of the genitourinary system,FL,2006,3494,18166990,19.2
Diseases of the genitourinary system,FL,2007,3798,18367842,20.7
Diseases of the genitourinary system,FL,2008,3685,18527305,19.9
Diseases of the genitourinary system,FL,2009,3792,18652644,20.3
Diseases of the genitourinary system,FL,2010,4038,18801310,21.5
Diseases of the genitourinary system,GA,1999,1623,8045965,20.2
Diseases of the genitourinary system,GA,2000,1750,8186453,21.4
Diseases of the genitourinary system,GA,2001,1845,8377038,22
Diseases of the genitourinary system,GA,2002,1865,8508256,21.9
Diseases of the genitourinary system,GA,2003,1939,8622793,22.5
Diseases of the genitourinary system,GA,2004,1936,8769252,22.1
Diseases of the genitourinary system,GA,2005,2008,8925922,22.5
Diseases of the genitourinary system,GA,2006,2086,9155813,22.8
Diseases of the genitourinary system,GA,2007,2138,9349988,22.9
Diseases of the genitourinary system,GA,2008,2059,9504843,21.7
Diseases of the genitourinary system,GA,2009,2280,9620846,23.7
Diseases of the genitourinary system,GA,2010,2284,9687653,23.6
Diseases of the genitourinary system,HI,1999,175,1210300,14.5
Diseases of the genitourinary system,HI,2000,151,1211537,12.5
Diseases of the genitourinary system,HI,2001,162,1225948,13.2
Diseases of the genitourinary system,HI,2002,178,1239613,14.4
Diseases of the genitourinary system,HI,2003,151,1251154,12.1
Diseases of the genitourinary system,HI,2004,213,1273569,16.7
Diseases of the genitourinary system,HI,2005,200,1292729,15.5
Diseases of the genitourinary system,HI,2006,224,1309731,17.1
Diseases of the genitourinary system,HI,2007,248,1315675,18.8
Diseases of the genitourinary system,HI,2008,258,1332213,19.4
Diseases of the genitourinary system,HI,2009,276,1346717,20.5
Diseases of the genitourinary system,HI,2010,257,1360301,18.9
Diseases of the genitourinary system,ID,1999,156,1275674,12.2
Diseases of the genitourinary system,ID,2000,169,1293953,13.1
Diseases of the genitourinary system,ID,2001,168,1319962,12.7
Diseases of the genitourinary system,ID,2002,166,1340372,12.4
Diseases of the genitourinary system,ID,2003,171,1363380,12.5
Diseases of the genitourinary system,ID,2004,179,1391802,12.9
Diseases of the genitourinary system,ID,2005,215,1428241,15.1
Diseases of the genitourinary system,ID,2006,215,1468669,14.6
Diseases of the genitourinary system,ID,2007,215,1505105,14.3
Diseases of the genitourinary system,ID,2008,248,1534320,16.2
Diseases of the genitourinary system,ID,2009,256,1554439,16.5
Diseases of the genitourinary system,ID,2010,250,1567582,15.9
Diseases of the genitourinary system,IL,1999,2702,12359020,21.9
Diseases of the genitourinary system,IL,2000,2862,12419293,23
Diseases of the genitourinary system,IL,2001,2951,12488445,23.6
Diseases of the genitourinary system,IL,2002,3096,12525556,24.7
Diseases of the genitourinary system,IL,2003,3022,12556006,24.1
Diseases of the genitourinary system,IL,2004,3090,12589773,24.5
Diseases of the genitourinary system,IL,2005,3197,12609903,25.4
Diseases of the genitourinary system,IL,2006,3254,12643955,25.7
Diseases of the genitourinary system,IL,2007,3282,12695866,25.9
Diseases of the genitourinary system,IL,2008,3185,12747038,25
Diseases of the genitourinary system,IL,2009,3308,12796778,25.9
Diseases of the genitourinary system,IL,2010,3239,12830632,25.2
Diseases of the genitourinary system,IN,1999,1435,6044969,23.7
Diseases of the genitourinary system,IN,2000,1502,6080485,24.7
Diseases of the genitourinary system,IN,2001,1558,6127760,25.4
Diseases of the genitourinary system,IN,2002,1611,6155967,26.2
Diseases of the genitourinary system,IN,2003,1603,6196638,25.9
Diseases of the genitourinary system,IN,2004,1600,6233007,25.7
Diseases of the genitourinary system,IN,2005,1739,6278616,27.7
Diseases of the genitourinary system,IN,2006,1761,6332669,27.8
Diseases of the genitourinary system,IN,2007,1711,6379599,26.8
Diseases of the genitourinary system,IN,2008,1715,6424806,26.7
Diseases of the genitourinary system,IN,2009,1773,6459325,27.4
Diseases of the genitourinary system,IN,2010,1849,6483802,28.5
Diseases of the genitourinary system,IA,1999,448,2917634,15.4
Diseases of the genitourinary system,IA,2000,541,2926324,18.5
Diseases of the genitourinary system,IA,2001,430,2931997,14.7
Diseases of the genitourinary system,IA,2002,460,2934234,15.7
Diseases of the genitourinary system,IA,2003,461,2941999,15.7
Diseases of the genitourinary system,IA,2004,499,2953635,16.9
Diseases of the genitourinary system,IA,2005,506,2964454,17.1
Diseases of the genitourinary system,IA,2006,512,2982644,17.2
Diseases of the genitourinary system,IA,2007,516,2999212,17.2
Diseases of the genitourinary system,IA,2008,495,3016734,16.4
Diseases of the genitourinary system,IA,2009,501,3032870,16.5
