DATE,Seasonality,Metro,Tier,HPI
3/1/08,NSA,Minneapolis,Low,146.87
4/1/08,NSA,Minneapolis,Low,142.64
5/1/08,NSA,Minneapolis,Low,141.92
6/1/08,NSA,Minneapolis,Low,144.37
7/1/08,NSA,Minneapolis,Low,144.64
8/1/08,NSA,Minneapolis,Low,143.88
9/1/08,NSA,Minneapolis,Low,140.97
10/1/08,NSA,Minneapolis,Low,136.51
11/1/08,NSA,Minneapolis,Low,132.08
12/1/08,NSA,Minneapolis,Low,119.23
1/1/09,NSA,Minneapolis,Low,108.2
2/1/09,NSA,Minneapolis,Low,100.12
3/1/09,NSA,Minneapolis,Low,96.42
4/1/09,NSA,Minneapolis,Low,94.18
5/1/09,NSA,Minneapolis,Low,95.14
6/1/09,NSA,Minneapolis,Low,96.37
7/1/09,NSA,Minneapolis,Low,101.16
8/1/09,NSA,Minneapolis,Low,107.94
9/1/09,NSA,Minneapolis,Low,112.38
10/1/09,NSA,Minneapolis,Low,115.71
11/1/09,NSA,Minneapolis,Low,118.21
12/1/09,NSA,Minneapolis,Low,121.03
1/1/10,NSA,Minneapolis,Low,121.55
2/1/10,NSA,Minneapolis,Low,117.47
3/1/10,NSA,Minneapolis,Low,109.98
4/1/10,NSA,Minneapolis,Low,111.87
5/1/10,NSA,Minneapolis,Low,117.03
6/1/10,NSA,Minneapolis,Low,122.49
7/1/10,NSA,Minneapolis,Low,122.96
8/1/10,NSA,Minneapolis,Low,119.91
9/1/10,NSA,Minneapolis,Low,111.1
10/1/10,NSA,Minneapolis,Low,107.02
11/1/10,NSA,Minneapolis,Low,104.92
12/1/10,NSA,Minneapolis,Low,103.44
1/1/11,NSA,Minneapolis,Low,97.47
2/1/11,NSA,Minneapolis,Low,89.69
3/1/11,NSA,Minneapolis,Low,84.23
4/1/11,NSA,Minneapolis,Low,81.75
5/1/11,NSA,Minneapolis,Low,83.44
6/1/11,NSA,Minneapolis,Low,88.15
7/1/11,NSA,Minneapolis,Low,91.3
8/1/11,NSA,Minneapolis,Low,91.82
9/1/11,NSA,Minneapolis,Low,94.25
10/1/11,NSA,Minneapolis,Low,96.45
11/1/11,NSA,Minneapolis,Low,98.66
12/1/11,NSA,Minneapolis,Low,98.54
1/1/12,NSA,Minneapolis,Low,97.93
2/1/12,NSA,Minneapolis,Low,96.41
3/1/12,NSA,Minneapolis,Low,94.1
4/1/12,NSA,Minneapolis,Low,93.16
5/1/12,NSA,Minneapolis,Low,97.79
6/1/12,NSA,Minneapolis,Low,104.73
7/1/12,NSA,Minneapolis,Low,112.31
8/1/12,NSA,Minneapolis,Low,114.73
9/1/12,NSA,Minneapolis,Low,116.88
10/1/12,NSA,Minneapolis,Low,115.73
11/1/12,NSA,Minneapolis,Low,119.26
12/1/12,NSA,Minneapolis,Low,120.14
1/1/13,NSA,Minneapolis,Low,120.82
2/1/13,NSA,Minneapolis,Low,119.44
3/1/13,NSA,Minneapolis,Low,117.85
4/1/13,NSA,Minneapolis,Low,122.81
5/1/13,NSA,Minneapolis,Low,130.4
6/1/13,NSA,Minneapolis,Low,134.76
7/1/13,NSA,Minneapolis,Low,137.28
8/1/13,NSA,Minneapolis,Low,137.41
9/1/13,NSA,Minneapolis,Low,139.85
10/1/13,NSA,Minneapolis,Low,140.17
11/1/13,NSA,Minneapolis,Low,141
12/1/13,NSA,Minneapolis,Low,141
1/1/14,NSA,Minneapolis,Low,140.58
2/1/14,NSA,Minneapolis,Low,139.17
3/1/14,NSA,Minneapolis,Low,142.42
4/1/14,NSA,Minneapolis,Low,145.67
5/1/14,NSA,Minneapolis,Low,147
6/1/14,NSA,Minneapolis,Low,147.41
7/1/14,NSA,Minneapolis,Low,147.69
8/1/14,NSA,Minneapolis,Low,146.95
9/1/14,NSA,Minneapolis,Low,146.54
10/1/14,NSA,Minneapolis,Low,146.21
11/1/14,NSA,Minneapolis,Low,146.47
12/1/14,NSA,Minneapolis,Low,146.4
1/1/15,NSA,Minneapolis,Low,144.98
2/1/15,NSA,Minneapolis,Low,145.73
3/1/15,NSA,Minneapolis,Low,148.17
4/1/15,NSA,Minneapolis,Low,149.17
5/1/15,NSA,Minneapolis,Low,151.51
6/1/15,NSA,Minneapolis,Low,153.1
7/1/15,NSA,Minneapolis,Low,155.36
8/1/15,NSA,Minneapolis,Low,157.02
9/1/15,NSA,Minneapolis,Low,158.62
10/1/15,NSA,Minneapolis,Low,157.91
11/1/15,NSA,Minneapolis,Low,158.53
1/1/93,SA,Minneapolis,Low,61.3
2/1/93,SA,Minneapolis,Low,61.3
3/1/93,SA,Minneapolis,Low,62.02
4/1/93,SA,Minneapolis,Low,62.56
5/1/93,SA,Minneapolis,Low,62.87
6/1/93,SA,Minneapolis,Low,63.12
7/1/93,SA,Minneapolis,Low,63.15
8/1/93,SA,Minneapolis,Low,63.22
9/1/93,SA,Minneapolis,Low,63.37
10/1/93,SA,Minneapolis,Low,63.7
11/1/93,SA,Minneapolis,Low,64.17
12/1/93,SA,Minneapolis,Low,64.42
1/1/94,SA,Minneapolis,Low,64.62
2/1/94,SA,Minneapolis,Low,65.54
3/1/94,SA,Minneapolis,Low,65.9
4/1/94,SA,Minneapolis,Low,65.7
5/1/94,SA,Minneapolis,Low,65.39
6/1/94,SA,Minneapolis,Low,65.2
7/1/94,SA,Minneapolis,Low,65.32
8/1/94,SA,Minneapolis,Low,65.22
9/1/94,SA,Minneapolis,Low,65.02
10/1/94,SA,Minneapolis,Low,65.02
11/1/94,SA,Minneapolis,Low,65.39
12/1/94,SA,Minneapolis,Low,65.56
1/1/95,SA,Minneapolis,Low,65.58
2/1/95,SA,Minneapolis,Low,65.07
3/1/95,SA,Minneapolis,Low,66.72
4/1/95,SA,Minneapolis,Low,67.61
5/1/95,SA,Minneapolis,Low,68.76
6/1/95,SA,Minneapolis,Low,68.83
7/1/95,SA,Minneapolis,Low,69.01
8/1/95,SA,Minneapolis,Low,68.7
9/1/95,SA,Minneapolis,Low,69.32
10/1/95,SA,Minneapolis,Low,69.54
11/1/95,SA,Minneapolis,Low,68.51
12/1/95,SA,Minneapolis,Low,68.91
1/1/96,SA,Minneapolis,Low,69
2/1/96,SA,Minneapolis,Low,69.13
3/1/96,SA,Minneapolis,Low,69.12
4/1/96,SA,Minneapolis,Low,69.01
5/1/96,SA,Minneapolis,Low,69.44
6/1/96,SA,Minneapolis,Low,70.08
7/1/96,SA,Minneapolis,Low,70.64
8/1/96,SA,Minneapolis,Low,71.09
9/1/96,SA,Minneapolis,Low,71.43
10/1/96,SA,Minneapolis,Low,72.09
11/1/96,SA,Minneapolis,Low,72.45
12/1/96,SA,Minneapolis,Low,73.15
1/1/97,SA,Minneapolis,Low,73.48
2/1/97,SA,Minneapolis,Low,73.82
3/1/97,SA,Minneapolis,Low,73.84
4/1/97,SA,Minneapolis,Low,74.01
5/1/97,SA,Minneapolis,Low,74.37
6/1/97,SA,Minneapolis,Low,74.33
7/1/97,SA,Minneapolis,Low,74.65
8/1/97,SA,Minneapolis,Low,75.52
9/1/97,SA,Minneapolis,Low,76
10/1/97,SA,Minneapolis,Low,76.53
11/1/97,SA,Minneapolis,Low,76.89
12/1/97,SA,Minneapolis,Low,77.06
1/1/98,SA,Minneapolis,Low,77.3
2/1/98,SA,Minneapolis,Low,77.93
3/1/98,SA,Minneapolis,Low,77.95
4/1/98,SA,Minneapolis,Low,79.08
5/1/98,SA,Minneapolis,Low,79.77
6/1/98,SA,Minneapolis,Low,80.66
7/1/98,SA,Minneapolis,Low,81.56
8/1/98,SA,Minneapolis,Low,82.08
9/1/98,SA,Minneapolis,Low,82.66
10/1/98,SA,Minneapolis,Low,83.15
11/1/98,SA,Minneapolis,Low,84.07
12/1/98,SA,Minneapolis,Low,85.08
1/1/99,SA,Minneapolis,Low,86.4
2/1/99,SA,Minneapolis,Low,87.21
3/1/99,SA,Minneapolis,Low,87.82
4/1/99,SA,Minneapolis,Low,88.87
5/1/99,SA,Minneapolis,Low,89.23
6/1/99,SA,Minneapolis,Low,91.12
7/1/99,SA,Minneapolis,Low,92.71
8/1/99,SA,Minneapolis,Low,94.61
9/1/99,SA,Minneapolis,Low,95.8
10/1/99,SA,Minneapolis,Low,96.81
11/1/99,SA,Minneapolis,Low,97.99
12/1/99,SA,Minneapolis,Low,99
1/1/00,SA,Minneapolis,Low,100.01
2/1/00,SA,Minneapolis,Low,100.76
3/1/00,SA,Minneapolis,Low,102.23
4/1/00,SA,Minneapolis,Low,104.06
5/1/00,SA,Minneapolis,Low,105.74
6/1/00,SA,Minneapolis,Low,107.4
7/1/00,SA,Minneapolis,Low,108.24
8/1/00,SA,Minneapolis,Low,109.45
9/1/00,SA,Minneapolis,Low,111.12
10/1/00,SA,Minneapolis,Low,113.1
11/1/00,SA,Minneapolis,Low,115.3
12/1/00,SA,Minneapolis,Low,116.14
1/1/01,SA,Minneapolis,Low,117.64
2/1/01,SA,Minneapolis,Low,118.53
3/1/01,SA,Minneapolis,Low,121.08
4/1/01,SA,Minneapolis,Low,122.59
5/1/01,SA,Minneapolis,Low,123.85
6/1/01,SA,Minneapolis,Low,125.71
7/1/01,SA,Minneapolis,Low,127.68
8/1/01,SA,Minneapolis,Low,128.66
9/1/01,SA,Minneapolis,Low,129.66
10/1/01,SA,Minneapolis,Low,130.8
11/1/01,SA,Minneapolis,Low,132.46
12/1/01,SA,Minneapolis,Low,133.6
1/1/02,SA,Minneapolis,Low,134.78
2/1/02,SA,Minneapolis,Low,135.03
3/1/02,SA,Minneapolis,Low,136.67
4/1/02,SA,Minneapolis,Low,137.81
5/1/02,SA,Minneapolis,Low,139.16
6/1/02,SA,Minneapolis,Low,140.01
7/1/02,SA,Minneapolis,Low,141.3
8/1/02,SA,Minneapolis,Low,143.29
9/1/02,SA,Minneapolis,Low,145.11
10/1/02,SA,Minneapolis,Low,146.21
11/1/02,SA,Minneapolis,Low,146.06
12/1/02,SA,Minneapolis,Low,147.9
1/1/03,SA,Minneapolis,Low,148.98
2/1/03,SA,Minneapolis,Low,151.34
3/1/03,SA,Minneapolis,Low,152.25
4/1/03,SA,Minneapolis,Low,153.46
5/1/03,SA,Minneapolis,Low,154.13
6/1/03,SA,Minneapolis,Low,154.07
7/1/03,SA,Minneapolis,Low,154.95
8/1/03,SA,Minneapolis,Low,155.97
9/1/03,SA,Minneapolis,Low,157.2
10/1/03,SA,Minneapolis,Low,158.4
11/1/03,SA,Minneapolis,Low,159.95
12/1/03,SA,Minneapolis,Low,161.61
1/1/04,SA,Minneapolis,Low,162.92
2/1/04,SA,Minneapolis,Low,164.7
3/1/04,SA,Minneapolis,Low,166.37
4/1/04,SA,Minneapolis,Low,168.91
5/1/04,SA,Minneapolis,Low,168.54
6/1/04,SA,Minneapolis,Low,169.78
7/1/04,SA,Minneapolis,Low,170.45
8/1/04,SA,Minneapolis,Low,170.94
9/1/04,SA,Minneapolis,Low,171.49
10/1/04,SA,Minneapolis,Low,172.15
11/1/04,SA,Minneapolis,Low,173.44
12/1/04,SA,Minneapolis,Low,174.73
1/1/05,SA,Minneapolis,Low,177.08
2/1/05,SA,Minneapolis,Low,178.76
3/1/05,SA,Minneapolis,Low,179.64
4/1/05,SA,Minneapolis,Low,181.55
5/1/05,SA,Minneapolis,Low,182.08
6/1/05,SA,Minneapolis,Low,181.32
7/1/05,SA,Minneapolis,Low,181.02
8/1/05,SA,Minneapolis,Low,180.64
9/1/05,SA,Minneapolis,Low,180.94
10/1/05,SA,Minneapolis,Low,181.33
11/1/05,SA,Minneapolis,Low,183.39
12/1/05,SA,Minneapolis,Low,184.72
1/1/06,SA,Minneapolis,Low,186.56
2/1/06,SA,Minneapolis,Low,188.39
3/1/06,SA,Minneapolis,Low,189.35
4/1/06,SA,Minneapolis,Low,190.87
5/1/06,SA,Minneapolis,Low,190.32
6/1/06,SA,Minneapolis,Low,188.32
7/1/06,SA,Minneapolis,Low,186.93
8/1/06,SA,Minneapolis,Low,184.64
9/1/06,SA,Minneapolis,Low,182.86
10/1/06,SA,Minneapolis,Low,181.49
11/1/06,SA,Minneapolis,Low,181.62
12/1/06,SA,Minneapolis,Low,181.96
1/1/07,SA,Minneapolis,Low,184.67
2/1/07,SA,Minneapolis,Low,186.38
3/1/07,SA,Minneapolis,Low,186.52
4/1/07,SA,Minneapolis,Low,185.97
5/1/07,SA,Minneapolis,Low,183.39
6/1/07,SA,Minneapolis,Low,179.37
7/1/07,SA,Minneapolis,Low,176.23
8/1/07,SA,Minneapolis,Low,173.56
9/1/07,SA,Minneapolis,Low,171.37
10/1/07,SA,Minneapolis,Low,168.64
11/1/07,SA,Minneapolis,Low,165.45
12/1/07,SA,Minneapolis,Low,162.91
1/1/08,SA,Minneapolis,Low,158.38
2/1/08,SA,Minneapolis,Low,155.64
3/1/08,SA,Minneapolis,Low,152.9
4/1/08,SA,Minneapolis,Low,149.41
5/1/08,SA,Minneapolis,Low,146.62
6/1/08,SA,Minneapolis,Low,144.75
7/1/08,SA,Minneapolis,Low,142.91
8/1/08,SA,Minneapolis,Low,139.85
9/1/08,SA,Minneapolis,Low,137.03
10/1/08,SA,Minneapolis,Low,131.93
11/1/08,SA,Minneapolis,Low,128.23
12/1/08,SA,Minneapolis,Low,116.6
1/1/09,SA,Minneapolis,Low,108.05
2/1/09,SA,Minneapolis,Low,103.3
3/1/09,SA,Minneapolis,Low,101.23
4/1/09,SA,Minneapolis,Low,99.59
5/1/09,SA,Minneapolis,Low,98.83
6/1/09,SA,Minneapolis,Low,96.41
7/1/09,SA,Minneapolis,Low,99.25
8/1/09,SA,Minneapolis,Low,104.41
9/1/09,SA,Minneapolis,Low,108.97
10/1/09,SA,Minneapolis,Low,111.81
11/1/09,SA,Minneapolis,Low,114.46
12/1/09,SA,Minneapolis,Low,118.34
1/1/10,SA,Minneapolis,Low,121.26
2/1/10,SA,Minneapolis,Low,121.5
3/1/10,SA,Minneapolis,Low,116.2
4/1/10,SA,Minneapolis,Low,118.99
5/1/10,SA,Minneapolis,Low,121.68
6/1/10,SA,Minneapolis,Low,122.16
7/1/10,SA,Minneapolis,Low,119.94
8/1/10,SA,Minneapolis,Low,115.78
9/1/10,SA,Minneapolis,Low,107.59
10/1/10,SA,Minneapolis,Low,103.67
11/1/10,SA,Minneapolis,Low,101.64
12/1/10,SA,Minneapolis,Low,101.35
1/1/11,SA,Minneapolis,Low,97.24
2/1/11,SA,Minneapolis,Low,92.8
3/1/11,SA,Minneapolis,Low,89.16
4/1/11,SA,Minneapolis,Low,87.05
5/1/11,SA,Minneapolis,Low,86.48
6/1/11,SA,Minneapolis,Low,87.67
7/1/11,SA,Minneapolis,Low,88.66
8/1/11,SA,Minneapolis,Low,88.7
9/1/11,SA,Minneapolis,Low,91.35
10/1/11,SA,Minneapolis,Low,93.86
11/1/11,SA,Minneapolis,Low,95.82
12/1/11,SA,Minneapolis,Low,96.91
1/1/12,SA,Minneapolis,Low,97.83
2/1/12,SA,Minneapolis,Low,99.61
3/1/12,SA,Minneapolis,Low,99.45
4/1/12,SA,Minneapolis,Low,98.79
5/1/12,SA,Minneapolis,Low,100.63
6/1/12,SA,Minneapolis,Low,103.95
7/1/12,SA,Minneapolis,Low,108.98
8/1/12,SA,Minneapolis,Low,111.19
9/1/12,SA,Minneapolis,Low,113.41
10/1/12,SA,Minneapolis,Low,113.11
11/1/12,SA,Minneapolis,Low,116.31
12/1/12,SA,Minneapolis,Low,118.58
1/1/13,SA,Minneapolis,Low,121.06
2/1/13,SA,Minneapolis,Low,123.15
3/1/13,SA,Minneapolis,Low,123.96
4/1/13,SA,Minneapolis,Low,129.45
5/1/13,SA,Minneapolis,Low,133.22
6/1/13,SA,Minneapolis,Low,133.68
7/1/13,SA,Minneapolis,Low,133.3
8/1/13,SA,Minneapolis,Low,133.59
9/1/13,SA,Minneapolis,Low,135.85
10/1/13,SA,Minneapolis,Low,137.51
11/1/13,SA,Minneapolis,Low,138.09
12/1/13,SA,Minneapolis,Low,139.49
1/1/14,SA,Minneapolis,Low,141.29
2/1/14,SA,Minneapolis,Low,143.24
3/1/14,SA,Minneapolis,Low,149.23
4/1/14,SA,Minneapolis,Low,152.56
5/1/14,SA,Minneapolis,Low,149.2
6/1/14,SA,Minneapolis,Low,146.21
7/1/14,SA,Minneapolis,Low,143.82
8/1/14,SA,Minneapolis,Low,143.23
9/1/14,SA,Minneapolis,Low,142.43
10/1/14,SA,Minneapolis,Low,143.67
11/1/14,SA,Minneapolis,Low,143.92
12/1/14,SA,Minneapolis,Low,144.94
1/1/15,SA,Minneapolis,Low,145.91
2/1/15,SA,Minneapolis,Low,149.9
3/1/15,SA,Minneapolis,Low,154.94
4/1/15,SA,Minneapolis,Low,155.67
5/1/15,SA,Minneapolis,Low,153.26
6/1/15,SA,Minneapolis,Low,151.86
7/1/15,SA,Minneapolis,Low,151.58
8/1/15,SA,Minneapolis,Low,153.21
9/1/15,SA,Minneapolis,Low,154.32
10/1/15,SA,Minneapolis,Low,155.29
11/1/15,SA,Minneapolis,Low,155.99
1/1/93,NSA,Phoenix,High,66.6
2/1/93,NSA,Phoenix,High,66.64
3/1/93,NSA,Phoenix,High,66.81
4/1/93,NSA,Phoenix,High,66.9
5/1/93,NSA,Phoenix,High,67.34
6/1/93,NSA,Phoenix,High,67.5
7/1/93,NSA,Phoenix,High,68
8/1/93,NSA,Phoenix,High,68.35
9/1/93,NSA,Phoenix,High,68.87
10/1/93,NSA,Phoenix,High,69.02
11/1/93,NSA,Phoenix,High,69.47
12/1/93,NSA,Phoenix,High,70.08
1/1/94,NSA,Phoenix,High,70.57
2/1/94,NSA,Phoenix,High,70.89
3/1/94,NSA,Phoenix,High,71.41
4/1/94,NSA,Phoenix,High,71.99
5/1/94,NSA,Phoenix,High,72.57
6/1/94,NSA,Phoenix,High,72.96
7/1/94,NSA,Phoenix,High,73.52
8/1/94,NSA,Phoenix,High,74.08
9/1/94,NSA,Phoenix,High,74.49
10/1/94,NSA,Phoenix,High,74.8
11/1/94,NSA,Phoenix,High,74.87
12/1/94,NSA,Phoenix,High,75.14
1/1/95,NSA,Phoenix,High,75.49
2/1/95,NSA,Phoenix,High,75.84
3/1/95,NSA,Phoenix,High,76.15
4/1/95,NSA,Phoenix,High,76.23
5/1/95,NSA,Phoenix,High,76.46
6/1/95,NSA,Phoenix,High,77.07
7/1/95,NSA,Phoenix,High,77.45
8/1/95,NSA,Phoenix,High,77.94
9/1/95,NSA,Phoenix,High,78
10/1/95,NSA,Phoenix,High,78.29
11/1/95,NSA,Phoenix,High,78.57
12/1/95,NSA,Phoenix,High,78.94
1/1/96,NSA,Phoenix,High,79.31
2/1/96,NSA,Phoenix,High,79.67
3/1/96,NSA,Phoenix,High,80.06
4/1/96,NSA,Phoenix,High,80.37
5/1/96,NSA,Phoenix,High,80.54
6/1/96,NSA,Phoenix,High,80.96
7/1/96,NSA,Phoenix,High,81.42
8/1/96,NSA,Phoenix,High,81.9
9/1/96,NSA,Phoenix,High,82.08
10/1/96,NSA,Phoenix,High,82.08
11/1/96,NSA,Phoenix,High,82.19
12/1/96,NSA,Phoenix,High,82.14
1/1/97,NSA,Phoenix,High,82.46
2/1/97,NSA,Phoenix,High,82.71
3/1/97,NSA,Phoenix,High,83.36
4/1/97,NSA,Phoenix,High,83.9
5/1/97,NSA,Phoenix,High,84.24
6/1/97,NSA,Phoenix,High,84.36
7/1/97,NSA,Phoenix,High,84.21
8/1/97,NSA,Phoenix,High,84.46
9/1/97,NSA,Phoenix,High,84.89
10/1/97,NSA,Phoenix,High,85.47
11/1/97,NSA,Phoenix,High,85.84
12/1/97,NSA,Phoenix,High,86.05
1/1/98,NSA,Phoenix,High,86.46
2/1/98,NSA,Phoenix,High,86.94
3/1/98,NSA,Phoenix,High,87.41
4/1/98,NSA,Phoenix,High,87.81
5/1/98,NSA,Phoenix,High,88.22
6/1/98,NSA,Phoenix,High,89.24
7/1/98,NSA,Phoenix,High,89.85
8/1/98,NSA,Phoenix,High,90.44
9/1/98,NSA,Phoenix,High,90.77
10/1/98,NSA,Phoenix,High,91.07
11/1/98,NSA,Phoenix,High,91.46
12/1/98,NSA,Phoenix,High,91.76
1/1/99,NSA,Phoenix,High,92.32
2/1/99,NSA,Phoenix,High,92.9
3/1/99,NSA,Phoenix,High,94.11
4/1/99,NSA,Phoenix,High,94.77
5/1/99,NSA,Phoenix,High,95.17
6/1/99,NSA,Phoenix,High,95.72
7/1/99,NSA,Phoenix,High,96.4
8/1/99,NSA,Phoenix,High,97.34
9/1/99,NSA,Phoenix,High,98.15
10/1/99,NSA,Phoenix,High,98.82
11/1/99,NSA,Phoenix,High,99.46
12/1/99,NSA,Phoenix,High,99.65
1/1/00,NSA,Phoenix,High,100
2/1/00,NSA,Phoenix,High,100.26
3/1/00,NSA,Phoenix,High,101.64
4/1/00,NSA,Phoenix,High,102.49
5/1/00,NSA,Phoenix,High,103.36
6/1/00,NSA,Phoenix,High,104.5
7/1/00,NSA,Phoenix,High,104.87
8/1/00,NSA,Phoenix,High,105.52
9/1/00,NSA,Phoenix,High,105.68
10/1/00,NSA,Phoenix,High,105.9
11/1/00,NSA,Phoenix,High,106.27
12/1/00,NSA,Phoenix,High,106.41
1/1/01,NSA,Phoenix,High,106.43
2/1/01,NSA,Phoenix,High,106.51
3/1/01,NSA,Phoenix,High,107.1
4/1/01,NSA,Phoenix,High,107.9
5/1/01,NSA,Phoenix,High,108.88
6/1/01,NSA,Phoenix,High,109.38
7/1/01,NSA,Phoenix,High,110.18
8/1/01,NSA,Phoenix,High,110.55
9/1/01,NSA,Phoenix,High,110.87
10/1/01,NSA,Phoenix,High,111.21
11/1/01,NSA,Phoenix,High,111.1
12/1/01,NSA,Phoenix,High,111.39
1/1/02,NSA,Phoenix,High,111.47
2/1/02,NSA,Phoenix,High,112.34
3/1/02,NSA,Phoenix,High,112.96
4/1/02,NSA,Phoenix,High,113.64
5/1/02,NSA,Phoenix,High,114.13
6/1/02,NSA,Phoenix,High,114.89
7/1/02,NSA,Phoenix,High,115.52
8/1/02,NSA,Phoenix,High,115.81
9/1/02,NSA,Phoenix,High,116.04
10/1/02,NSA,Phoenix,High,116.16
11/1/02,NSA,Phoenix,High,116.51
12/1/02,NSA,Phoenix,High,116.44
1/1/03,NSA,Phoenix,High,116.94
2/1/03,NSA,Phoenix,High,117.65
3/1/03,NSA,Phoenix,High,119.21
4/1/03,NSA,Phoenix,High,119.86
5/1/03,NSA,Phoenix,High,120.28
6/1/03,NSA,Phoenix,High,121.14
7/1/03,NSA,Phoenix,High,122.27
8/1/03,NSA,Phoenix,High,123.55
9/1/03,NSA,Phoenix,High,124.53
10/1/03,NSA,Phoenix,High,125.54
11/1/03,NSA,Phoenix,High,126.4
12/1/03,NSA,Phoenix,High,127.44
1/1/04,NSA,Phoenix,High,127.93
2/1/04,NSA,Phoenix,High,128.75
3/1/04,NSA,Phoenix,High,130.25
4/1/04,NSA,Phoenix,High,131.91
5/1/04,NSA,Phoenix,High,134.12
6/1/04,NSA,Phoenix,High,136.29
7/1/04,NSA,Phoenix,High,139
8/1/04,NSA,Phoenix,High,141.4
9/1/04,NSA,Phoenix,High,144.89
10/1/04,NSA,Phoenix,High,148.87
11/1/04,NSA,Phoenix,High,152.66
12/1/04,NSA,Phoenix,High,156.63
1/1/05,NSA,Phoenix,High,159.28
2/1/05,NSA,Phoenix,High,163.81
3/1/05,NSA,Phoenix,High,169.37
4/1/05,NSA,Phoenix,High,176.35
5/1/05,NSA,Phoenix,High,182.9
6/1/05,NSA,Phoenix,High,191.05
7/1/05,NSA,Phoenix,High,198.24
8/1/05,NSA,Phoenix,High,204.98
9/1/05,NSA,Phoenix,High,210.79
10/1/05,NSA,Phoenix,High,214.81
11/1/05,NSA,Phoenix,High,217.32
12/1/05,NSA,Phoenix,High,218.66
1/1/06,NSA,Phoenix,High,219.14
2/1/06,NSA,Phoenix,High,220.17
3/1/06,NSA,Phoenix,High,221.17
4/1/06,NSA,Phoenix,High,222.07
5/1/06,NSA,Phoenix,High,223.28
6/1/06,NSA,Phoenix,High,223.85
7/1/06,NSA,Phoenix,High,223.99
8/1/06,NSA,Phoenix,High,224.01
9/1/06,NSA,Phoenix,High,221.89
10/1/06,NSA,Phoenix,High,221.78
11/1/06,NSA,Phoenix,High,220.34
12/1/06,NSA,Phoenix,High,218.98
1/1/07,NSA,Phoenix,High,218.11
2/1/07,NSA,Phoenix,High,215.85
3/1/07,NSA,Phoenix,High,214.75
4/1/07,NSA,Phoenix,High,212.78
5/1/07,NSA,Phoenix,High,212.32
6/1/07,NSA,Phoenix,High,211.16
7/1/07,NSA,Phoenix,High,209.47
8/1/07,NSA,Phoenix,High,208.27
9/1/07,NSA,Phoenix,High,205.16
10/1/07,NSA,Phoenix,High,200.84
11/1/07,NSA,Phoenix,High,193.9
12/1/07,NSA,Phoenix,High,186.69
1/1/08,NSA,Phoenix,High,179.82
2/1/08,NSA,Phoenix,High,173.15
3/1/08,NSA,Phoenix,High,168.26
4/1/08,NSA,Phoenix,High,161.98
5/1/08,NSA,Phoenix,High,158.66
6/1/08,NSA,Phoenix,High,155.61
7/1/08,NSA,Phoenix,High,152.69
8/1/08,NSA,Phoenix,High,149.07
9/1/08,NSA,Phoenix,High,143.8
10/1/08,NSA,Phoenix,High,140.46
11/1/08,NSA,Phoenix,High,136.6
12/1/08,NSA,Phoenix,High,132.5
1/1/09,NSA,Phoenix,High,126.74
2/1/09,NSA,Phoenix,High,122.16
3/1/09,NSA,Phoenix,High,118.81
4/1/09,NSA,Phoenix,High,117.25
5/1/09,NSA,Phoenix,High,117.37
6/1/09,NSA,Phoenix,High,119.02
7/1/09,NSA,Phoenix,High,120.39
8/1/09,NSA,Phoenix,High,121.25
9/1/09,NSA,Phoenix,High,120.96
10/1/09,NSA,Phoenix,High,121.64
11/1/09,NSA,Phoenix,High,122.16
12/1/09,NSA,Phoenix,High,122.14
1/1/10,NSA,Phoenix,High,121.53
2/1/10,NSA,Phoenix,High,119.97
3/1/10,NSA,Phoenix,High,119.34
4/1/10,NSA,Phoenix,High,119.49
5/1/10,NSA,Phoenix,High,120.23
6/1/10,NSA,Phoenix,High,120.03
7/1/10,NSA,Phoenix,High,119.34
8/1/10,NSA,Phoenix,High,118.22
9/1/10,NSA,Phoenix,High,117.21
10/1/10,NSA,Phoenix,High,116.26
11/1/10,NSA,Phoenix,High,115.44
12/1/10,NSA,Phoenix,High,114.26
1/1/11,NSA,Phoenix,High,113.24
2/1/11,NSA,Phoenix,High,112.73
3/1/11,NSA,Phoenix,High,112.12
4/1/11,NSA,Phoenix,High,112.47
5/1/11,NSA,Phoenix,High,112.81
6/1/11,NSA,Phoenix,High,113.31
7/1/11,NSA,Phoenix,High,113.05
8/1/11,NSA,Phoenix,High,113.04
9/1/11,NSA,Phoenix,High,112.48
10/1/11,NSA,Phoenix,High,112.89
11/1/11,NSA,Phoenix,High,112.79
12/1/11,NSA,Phoenix,High,113.05
1/1/12,NSA,Phoenix,High,113.58
2/1/12,NSA,Phoenix,High,114.29
3/1/12,NSA,Phoenix,High,116.48
4/1/12,NSA,Phoenix,High,118.49
5/1/12,NSA,Phoenix,High,120.94
6/1/12,NSA,Phoenix,High,123.59
7/1/12,NSA,Phoenix,High,126.06
8/1/12,NSA,Phoenix,High,128.1
9/1/12,NSA,Phoenix,High,129.04
10/1/12,NSA,Phoenix,High,130.08
11/1/12,NSA,Phoenix,High,131.17
12/1/12,NSA,Phoenix,High,132.23
1/1/13,NSA,Phoenix,High,133.61
2/1/13,NSA,Phoenix,High,135.29
3/1/13,NSA,Phoenix,High,137.53
4/1/13,NSA,Phoenix,High,139.44
5/1/13,NSA,Phoenix,High,141.78
6/1/13,NSA,Phoenix,High,144.17
7/1/13,NSA,Phoenix,High,145.96
